f1_sponsor,sponsor_f1_relationship,category,rank,competitor,domain,note,also_comparable_to
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",15,Zenith Bank,zenithbank.com,Leading Nigerian commercial bank,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",16,Guaranty Trust Holding Company (GTCO),gtcoplc.com,Leading Nigerian pan-African banking group,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",17,United Bank for Africa,ubagroup.com,Pan-African banking group across 20+ countries,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",18,First Bank of Nigeria,firstbanknigeria.com,Nigeria's oldest and largest commercial bank,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",19,Fidelity Bank Nigeria,fidelitybank.ng,Major Nigerian commercial bank,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",20,Kenya Commercial Bank Group,kcbgroup.com,Leading East African banking group,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",21,Equity Bank Kenya,equitygroupholdings.com,Leading East African banking and financial services group,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",22,Co-operative Bank of Kenya,co-opbank.co.ke,Major Kenyan commercial bank,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",23,I&M Bank Group,imbankgroup.com,East African regional banking group,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",24,NCBA Group,ncbagroup.com,Kenyan/East African banking and financial services group,
Standard Chartered,F1 official partner; F1 Academy partner,"Payments, Banking & Insurance",25,Absa Bank Kenya,absabank.co.ke,Kenyan subsidiary of pan-African Absa Group,
Stephens,Williams partner,"Payments, Banking & Insurance",1,Lincoln International,lincolninternational.com,Global mid-market investment bank,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",2,Duff & Phelps (Kroll),kroll.com,Valuation and financial advisory firm,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",3,BMO Capital Markets,bmocm.com,North American investment banking arm of BMO,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",4,Cascadia Capital,cascadiacapital.com,Independent mid-market investment bank,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",5,Lazard Middle Market,lazardmiddlemarket.com,Middle-market advisory arm of Lazard,
Stephens,Williams partner,"Payments, Banking & Insurance",6,Wells Fargo Securities,wellsfargo.com,Investment banking arm of Wells Fargo,
Stephens,Williams partner,"Payments, Banking & Insurance",7,Baird Capital,bairdcapital.com,Private capital arm of Robert W. Baird,
Stephens,Williams partner,"Payments, Banking & Insurance",8,William Hood & Co.,williamhood.com,Boutique real estate-focused investment bank,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",9,North Point Advisors,northpointadvisors.com,Boutique consumer/retail-focused investment bank,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",10,Capstone Partners,capstonepartners.com,Middle-market investment bank and advisory firm,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",11,Founders Advisors,wearefounders.com,Southeast US middle-market investment bank,Goldman Sachs
Stephens,Williams partner,"Payments, Banking & Insurance",12,Chaffe & Associates,chaffe-associates.com,Boutique M&A and business valuation advisory firm,
Stephens,Williams partner,"Payments, Banking & Insurance",13,Vaquero Capital,vaquerocap.com,Boutique middle-market investment bank,
Stephens,Williams partner,"Payments, Banking & Insurance",14,"Sperry, Mitchell & Company",sperry-mitchell.com,Boutique middle-market M&A advisory firm,
Stephens,Williams partner,"Payments, Banking & Insurance",15,McColl Partners,mccollpartners.com,Boutique middle-market investment bank,
Stephens,Williams partner,"Payments, Banking & Insurance",16,Sawtooth Advisors,sawtoothadvisors.com,Boutique corporate finance advisory firm,
Stephens,Williams partner,"Payments, Banking & Insurance",17,Boenning & Scattergood,boenningco.com,Regional full-service investment bank and brokerage,
Stephens,Williams partner,"Payments, Banking & Insurance",18,Mesirow Financial,mesirow.com,Independent diversified investment bank and financial services firm,
Stephens,Williams partner,"Payments, Banking & Insurance",19,Cassel Salpeter & Co.,casselsalpeter.com,Boutique middle-market investment bank based in Miami,
UBS,Mercedes partner,"Payments, Banking & Insurance",1,Lombard Odier,lombardodier.com,Swiss private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",2,Union Bancaire Privee,ubp.com,Swiss private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",3,DBS Private Bank,dbs.com,Singapore-based Asian private wealth bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",4,St. James's Place,sjp.co.uk,UK wealth management group,
UBS,Mercedes partner,"Payments, Banking & Insurance",5,Rathbones Group,rathbones.com,UK wealth management and investment firm,
UBS,Mercedes partner,"Payments, Banking & Insurance",6,Societe Generale Private Banking,privatebanking.societegenerale.com,French bank's private wealth arm,
UBS,Mercedes partner,"Payments, Banking & Insurance",7,Deutsche Bank Wealth Management,deutschewealth.com,German bank's global wealth management arm,
UBS,Mercedes partner,"Payments, Banking & Insurance",8,HSBC Private Banking,privatebanking.hsbc.com,HSBC's global private wealth arm,
UBS,Mercedes partner,"Payments, Banking & Insurance",9,Brown Shipley,brownshipley.com,UK private bank (Quintet-owned),
UBS,Mercedes partner,"Payments, Banking & Insurance",10,Quintet Private Bank,quintet.com,European private banking group,
UBS,Mercedes partner,"Payments, Banking & Insurance",11,Mirabaud Group,mirabaud.com,Swiss private bank and asset manager,
UBS,Mercedes partner,"Payments, Banking & Insurance",12,Kleinwort Hambros,kleinworthambros.com,UK private bank (SG-owned),
UBS,Mercedes partner,"Payments, Banking & Insurance",13,Arbuthnot Latham,arbuthnotlatham.co.uk,UK private and merchant bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",14,C. Hoare & Co.,hoaresbank.co.uk,UK's oldest private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",15,Berenberg Bank,berenberg.com,German private bank and merchant bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",16,Bordier & Cie,bordier.com,Swiss family-owned private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",17,Banque Heritage,heritage.ch,Swiss independent private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",18,Reyl & Cie,reyl.com,Swiss independent private banking group,
UBS,Mercedes partner,"Payments, Banking & Insurance",19,Notenstein La Roche Private Bank,notenstein-laroche.ch,Swiss private bank (Raiffeisen Group heritage),
UBS,Mercedes partner,"Payments, Banking & Insurance",20,Falcon Private Bank,falconpb.com,Swiss private banking group,
UBS,Mercedes partner,"Payments, Banking & Insurance",21,PKB Privatbank,pkb.ch,Swiss/Lugano-based private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",22,CBH Compagnie Bancaire Helvetique,cbhbank.com,Swiss independent private bank,
UBS,Mercedes partner,"Payments, Banking & Insurance",23,Edmond de Rothschild Group,edmond-de-rothschild.com,Swiss/French family-owned private bank and asset manager,
UBS,Mercedes partner,"Payments, Banking & Insurance",24,Banque Cantonale Vaudoise,bcv.ch,Swiss cantonal bank with private banking arm,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",1,BPER Banca,bper.it,Italian regional commercial bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",2,Credito Emiliano (Credem),credem.it,Italian regional banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",3,Banca Monte dei Paschi di Siena,mps.it,Italian retail and commercial bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",4,OTP Bank,otpbank.hu,Hungary's largest banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",5,Komercni Banka,kb.cz,Czech commercial bank (Societe Generale Group),
UniCredit,Ferrari partner,"Payments, Banking & Insurance",6,PKO Bank Polski,pkobp.pl,Poland's largest bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",7,Bank Pekao,pekao.com.pl,Major Polish universal bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",8,mBank,mbank.pl,Polish digital-forward commercial bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",9,CIB Bank,cib.hu,Hungarian commercial bank (Intesa Sanpaolo Group),
UniCredit,Ferrari partner,"Payments, Banking & Insurance",10,Addiko Bank,addiko.com,Central/Southeast European specialist bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",11,Alpha Bank,alpha.gr,Greek commercial banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",12,Eurobank,eurobank.gr,Greek commercial banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",13,National Bank of Greece,nbg.gr,Greece's oldest banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",14,Piraeus Bank,piraeusholdings.gr,Greek commercial banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",15,BAWAG Group,bawaggroup.com,Austrian retail and commercial banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",16,Banca Transilvania,bancatransilvania.ro,Romania's largest domestic bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",17,Garanti BBVA,garantibbvainvestorrelations.com,Turkish banking group (BBVA-controlled),
UniCredit,Ferrari partner,"Payments, Banking & Insurance",18,Akbank,akbank.com,Major Turkish private bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",19,Turkiye Is Bankasi (Isbank),isbank.com.tr,Turkey's largest private bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",20,Yapi Kredi,yapikredi.com.tr,Major Turkish commercial bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",21,Banca Popolare di Sondrio,popso.it,Italian regional cooperative bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",22,Banca Sella,bancasella.it,Italian family-owned regional banking group,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",23,Banca Ifis,bancaifis.it,Italian specialty finance and factoring bank,
UniCredit,Ferrari partner,"Payments, Banking & Insurance",24,Illimity Bank,illimitybank.com,Italian digital-first challenger bank for SMEs,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",1,Priority Pass (Collinson Group),prioritypass.com,Airport lounge access membership network,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",2,Global Rescue,globalrescue.com,Travel risk and medical evacuation membership service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",3,International SOS,internationalsos.com,Global travel health and security assistance provider,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",4,Blacklane,blacklane.com,Global premium chauffeur booking service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",5,Circles,circles.co,Concierge services outsourcing platform for premium brands,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",6,Virtuoso,virtuoso.com,Luxury travel advisor and concierge network,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",7,DragonPass,dragonpass.com,Airport lounge and travel benefits membership platform,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",8,No1 Lounges,no1lounges.com,Premium airport lounge operator and access network,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",9,BCD Travel,bcdtravel.com,Global corporate travel and concierge management firm,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",10,CWT (Carlson Wagonlit Travel),mycwt.com,Global corporate travel and event management firm,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",11,Reed & Mackay,reedmackay.com,Luxury corporate travel management company,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",12,Fora Travel,fora.travel,Modern luxury travel advisory network,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",13,Departure Lounge,departurelounge.com,Boutique luxury travel concierge agency,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",14,Cove Concierge,coveconcierge.com,Boutique lifestyle concierge service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",15,GetGoing,getgoing.com,Corporate travel booking and concierge platform,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",16,Airstream Chauffeured Services,airstreamchauffeured.com,Premium chauffeur and ground transportation service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",17,Concierge Auctions,conciergeauctions.com,Luxury real estate auction and concierge marketplace,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",18,By Appointment Only (BAO),baoconcierge.com,Luxury lifestyle and event concierge service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",19,Original Vacation Concierge,originaltravel.co.uk,Bespoke luxury travel concierge agency,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",20,Cirque Lifestyle Group,cirquelifestyle.com,Luxury nightlife and event concierge service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",21,SilverDoor Apartments,silverdoorapartments.com,Global serviced-apartment booking concierge platform,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",22,Nota Bene Global,notabeneglobal.com,Luxury restaurant and lifestyle concierge platform,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",23,Sinclair Global Concierge,sinclairglobal.com,Corporate and personal lifestyle concierge service,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",24,Elite Concierge International,eliteconciergeinternational.com,Luxury personal concierge and lifestyle management firm,
Velocity Black (Capital One),Aston Martin partner,"Payments, Banking & Insurance",25,Frequent Business Travel Concierge FBTC,fbtc.travel,Corporate travel management and concierge service,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",1,UnionPay International,unionpayintl.com,"China-based global card network, largest by cards issued",
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",2,Discover Global Network,discover.com,US card network expanding international acceptance,Mastercard
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",3,Nuvei Corporation,nuvei.com,Global payment technology and processing provider,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",4,Papara,papara.com,Turkish digital wallet and payments platform,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",5,Trustly,trustly.com,Open banking-based payments network,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",6,Network International,network.global,Middle East and Africa payments processor,Mastercard
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",7,Fawry,fawry.com,Egypt's leading e-payments network,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",8,PayU,payu.com,Prosus-owned emerging markets payments provider,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",9,Razorpay,razorpay.com,India's leading full-stack payments platform,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",10,Thredd,thredd.com,Global card processing and program management platform,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",11,EFTPOS Payments Australia,eftposaustralia.com.au,Australia's national low-cost domestic debit network,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",12,Verifone,verifone.com,Global point-of-sale payment terminal and acceptance technology provider,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",13,Ingenico,ingenico.com,Global card payment terminal and in-store acceptance technology provider,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",14,PPRO,ppro.com,Local payment methods infrastructure and acquiring platform,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",15,DPO Group,dpogroup.com,Pan-African online and offline payment processing group,Mastercard
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",16,Ozow,ozow.com,South African instant EFT payments network,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",17,Peach Payments,peachpayments.com,African payment gateway and acquiring platform,
Visa,Racing Bulls title partner; Red Bull Racing partner,"Payments, Banking & Insurance",18,Boku Inc.,boku.com,Mobile carrier billing and identity-based payments network,
ZCG,Ferrari partner,"Payments, Banking & Insurance",1,Monroe Capital,monroecap.com,Private credit asset management firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",2,Audax Group,audaxgroup.com,Middle-market private equity and credit firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",3,PGIM Private Capital,pgimprivatecapital.com,Private credit arm of Prudential Financial,
ZCG,Ferrari partner,"Payments, Banking & Insurance",4,Crescent Capital Group,crescentcap.com,Global credit-focused alternative investment manager,
ZCG,Ferrari partner,"Payments, Banking & Insurance",5,Barings LLC,barings.com,Global asset management firm (MassMutual-owned),
ZCG,Ferrari partner,"Payments, Banking & Insurance",6,Churchill Asset Management,churchillam.com,Middle-market private credit manager (Nuveen-owned),
ZCG,Ferrari partner,"Payments, Banking & Insurance",7,Twin Brook Capital Partners,twincp.com,Middle-market direct lending firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",8,Varagon Capital Partners,varagoncapital.com,Middle-market direct lending firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",9,Bain Capital Credit,baincapitalcredit.com,Credit-focused arm of Bain Capital,
ZCG,Ferrari partner,"Payments, Banking & Insurance",10,Ares Capital Corporation,arescapitalcorp.com,Publicly traded business development company,
ZCG,Ferrari partner,"Payments, Banking & Insurance",11,Prospect Capital Corporation,prospectstreet.com,Publicly traded business development company,
ZCG,Ferrari partner,"Payments, Banking & Insurance",12,FS Investments,fsinvestments.com,Alternative credit-focused asset manager,
ZCG,Ferrari partner,"Payments, Banking & Insurance",13,TCW Group,tcw.com,Global fixed-income and alternative asset manager,
ZCG,Ferrari partner,"Payments, Banking & Insurance",14,MidCap Financial,midcapfinancial.com,Specialty finance and direct lending firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",15,Great Elm Capital Corp.,greatelmcc.com,Publicly traded business development company,
ZCG,Ferrari partner,"Payments, Banking & Insurance",16,Runway Growth Capital,runwaygrowth.com,Growth-stage venture debt firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",17,Owl Rock Capital (Blue Owl),blueowl.com,Direct lending division of Blue Owl Capital,
ZCG,Ferrari partner,"Payments, Banking & Insurance",18,NMS Capital,nmscap.com,Middle-market private credit firm,
ZCG,Ferrari partner,"Payments, Banking & Insurance",19,Kayne Anderson Capital Advisors,kaynecapital.com,US alternative asset manager across credit and energy,
ZCG,Ferrari partner,"Payments, Banking & Insurance",20,Guggenheim Credit Income Fund,guggenheiminvestments.com,Guggenheim-managed private credit BDC,
ZCG,Ferrari partner,"Payments, Banking & Insurance",21,First Eagle Alternative Credit,firsteagle.com,Middle-market direct lending arm of First Eagle,
ZCG,Ferrari partner,"Payments, Banking & Insurance",22,Golub Capital BDC,golubcapitalbdc.com,Publicly traded business development company managed by Golub Capital,
ZCG,Ferrari partner,"Payments, Banking & Insurance",23,PennantPark Floating Rate Capital,pennantpark.com,Publicly traded middle-market credit BDC,
ZCG,Ferrari partner,"Payments, Banking & Insurance",24,Blackstone Secured Lending Fund,bcred.com,Blackstone-managed private credit business development company,
ZCG,Ferrari partner,"Payments, Banking & Insurance",25,Oaktree Specialty Lending Corporation,oaktreespecialtylending.com,Publicly traded business development company managed by Oaktree,
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",1,Verizon,verizon.com,Major carrier,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",2,US Cellular,uscellular.com,Major carrier,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",3,Visible,visible.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",4,Xfinity Mobile,xfinitymobile.com,Major carrier,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",5,Spectrum Mobile,spectrum.com,Major carrier,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",6,Tello Mobile,tello.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",7,Ultra Mobile,ultramobile.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",8,Twigby,twigby.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",9,Airalo,airalo.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",10,Holafly,holafly.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",11,Nomad eSIM,getnomad.app,Growing MVNO/eSIM challenger,
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",12,Saily,saily.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",13,aloSIM,alosim.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",14,GigSky,gigsky.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",15,Flexiroam,flexiroam.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",16,Lycamobile,lycamobile.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",17,US Mobile,usmobile.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
AT&T,Red Bull Racing partner,"Telecom, Media, Electronics & Gaming",18,PureTalk,puretalkusa.com,Growing MVNO/eSIM challenger,T-Mobile (Deutsche Telekom)
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",1,Movistar,movistar.com,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",2,Personal,personal.com.ar,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",3,Nextel,nextel.com,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",4,VTR,vtr.com,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",5,Bitel,bitel.com.pe,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",6,Telecentro,telecentro.com.ar,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",7,Antel,antel.com.uy,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",8,Avantel,avantel.co,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",9,Virgin Mobile Colombia,virginmobile.com.co,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",10,Movistar Mexico,movistar.com.mx,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",11,UNE EPM Telecomunicaciones,une.com.co,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",12,Izzi Telecom,izzi.mx,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",13,Totalplay,totalplay.com.mx,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",14,Megacable,megacable.com.mx,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",15,Telebras,telebras.com.br,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",16,Algar Telecom,algartelecom.com.br,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",17,CNT Ecuador,cnt.gob.ec,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",18,Netlife,netlife.ec,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",19,Sercomtel,sercomtel.com.br,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",20,COMTECO,comteco.com.bo,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",21,Cotas,cotas.com.bo,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",22,Sky Mexico,sky.com.mx,Latin America regional telecom,
Claro / Telcel (America Movil),Cadillac partner; Alpine partner (Claro),"Telecom, Media, Electronics & Gaming",23,Bmobile (Trinidad),bmobile.co.tt,Latin America regional telecom,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",1,Bloomberg Television,bloomberg.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",2,Fox Business,foxbusiness.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",3,The Motley Fool,fool.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",4,Sky News,skynews.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",5,Al Jazeera,aljazeera.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",6,Quartz,qz.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",7,Zacks Investment Research,zacks.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",8,Morningstar,morningstar.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",9,TipRanks,tipranks.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",10,Simply Wall St,simplywall.st,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",11,Stocktwits,stocktwits.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",12,Finimize,finimize.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",13,Money magazine,money.com,Business/financial media,
CNBC (Comcast/NBCUniversal),McLaren partner,"Telecom, Media, Electronics & Gaming",14,Kiplinger,kiplinger.com,Business/financial media,
