#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
418,Arrive Logistics,arrivelogistics.com,United States,Logistics & Supply Chain,Freight brokerage / 3PL,"~1,700","Revenue ~$2.25B (2022), ~$1.6B (2024)",High-growth brokerage brand-building against C.H. Robinson/TQL; F1 paddock hospitality is a proven enterprise-shipper sales tool.
419,AutoStore,autostoresystem.com,Norway,Logistics & Supply Chain,Warehouse robotics (cube storage),"~1,000","Revenue ~$550-650M (2023-24), listed on Oslo Børs, ~high-40s% gross margins",Robot-swarm technology brand; F1 pit-stop precision analogy is ready-made and it sells through global integrator partners.
420,Bahri,bahri.sa,Saudi Arabia,Logistics & Supply Chain,"Shipping (tankers, chemicals, logistics)","~1,600 shore (+~2,400 seafarers)","Revenue ~SAR 8.8B (~$2.3B, 2024), profitable, Tadawul-listed, PIF-backed",Saudi national carrier aligned with Jeddah GP-era sports investment; global maritime brand ambitions and deep sponsor culture.
421,Blue Water Shipping,bws.net,Denmark,Logistics & Supply Chain,Freight forwarding / project & sports logistics,"~2,500","Revenue ~DKK 10B (~$1.4B, 2022-23), profitable","Already runs a dedicated sports-event logistics division (Olympics, sailing); F1 is the flagship event-logistics account to showcase."
422,Cargolux,cargolux.com,Luxembourg,Logistics & Supply Chain,All-cargo airline,"~3,900","Revenue $3.3B (2024), net profit $448M","Europe's biggest all-cargo airline with deep profits; F1 flyaway air freight is its exact product, and 747 livery is a flying billboard."
423,Crane Worldwide Logistics,craneww.com,United States,Logistics & Supply Chain,Freight forwarding,"~1,800",Revenue ~$1.5B (2022),Houston-based forwarder strong in energy/aerospace project cargo; F1 hospitality suits its large-account sales model.
424,Descartes Systems Group,descartes.com,Canada,Logistics & Supply Chain,Logistics software & global trade intelligence,"~2,600","Revenue ~$651M (FY2025), public (TSX/NASDAQ: DSGX), ~40%+ EBITDA margins",Routing/customs/trade-data platform; F1's cross-border freight complexity is a live demo of its product suite.
425,deugro,deugro.com,Germany,Logistics & Supply Chain,Project cargo forwarding,"~1,200",Revenue ~$1.2B+ (2022-23 project logistics boom),"Engineering-heavy project logistics (energy, offshore wind); F1's pop-up global infrastructure is the same discipline at speed."
426,Echo Global Logistics,echo.com,United States,Logistics & Supply Chain,Freight brokerage / managed transportation,"~2,600",Revenue ~$2.7-3B (2022); PE-backed (Jordan Co.),Tech-enabled transport management story fits F1 precision-logistics narrative; US race weekends for client entertainment.
427,Eimskip,eimskip.com,Iceland,Logistics & Supply Chain,Container shipping & cold chain logistics,"~1,700","Revenue ~€900M (2023-24), listed on Nasdaq Iceland, profitable",North Atlantic carrier with premium reefer expertise; F1 gives outsized brand reach for a national champion going global.
428,Exotec,exotec.com,France,Logistics & Supply Chain,Warehouse robotics,"~900-1,000",Revenue >$300M (2023); raised $335M Series D at $2B valuation,French robotics unicorn (Skypod); F1 engineering halo and a home crowd of industrial customers across Europe/Japan/US.
429,Flexport,flexport.com,United States,Logistics & Supply Chain,Digital freight forwarding,"~2,000-2,600",Revenue ~$2.1B (2023); >$2.3B total venture funding raised,Tech-forward global air/ocean orchestration mirrors F1's flyaway logistics; hospitality to court enterprise shipper CXOs.
430,Fr. Meyer's Sohn,fms-logistics.com,Germany,Logistics & Supply Chain,Ocean freight forwarding,"~1,100","Revenue ~€1B (2022), ~€700M (2023); top-10 global ocean FCL forwarder",Family-owned ocean specialist with global footprint; F1 sea-freight kits (DHL ships 6 sets by ocean) make a relevant story.
431,Fracht Group,frachtgroup.com,Switzerland,Logistics & Supply Chain,Freight forwarding / project logistics,"~2,000-2,500","Revenue ~$2B (2022-23), family-owned, profitable",Already active in motorsport logistics (IndyCar); F1 is the logical global step-up with existing racing credibility.
432,Höegh Autoliners,hoeghautoliners.com,Norway,Logistics & Supply Chain,RoRo / vehicle ocean shipping,"~1,200 shore (+seafarers)","Revenue ~$1.4B (2024), net income >$500M, listed on Oslo Børs",Ships cars for a living — record profits and an Aurora-class green fleet to promote; automotive/motorsport affinity is obvious.
433,IMC Logistics,imcc.com,United States,Logistics & Supply Chain,Drayage & intermodal,"~2,500",Revenue ~$1B (2022-23); largest US marine drayage provider,Family-owned intermodal leader modernizing its brand; F1's container-moving spectacle is a natural showcase.
434,Landstar System,landstar.com,United States,Logistics & Supply Chain,Asset-light trucking & logistics network,"~1,300-1,400","Revenue ~$4.8-5.3B, public (NASDAQ: LSTR), consistently highly profitable",Huge revenue per employee and strong margins; F1 sponsorship recruits owner-operators/agents and entertains enterprise shippers.
435,LKW WALTER,lkw-walter.com,Austria,Logistics & Supply Chain,European full-truckload network,"~1,800","Revenue ~€2.4B (2023), consistently profitable family group",Massive revenue per employee; European truck fleet branding at 8+ European rounds where F1 moves entirely by road.
436,Manhattan Associates,manh.com,United States,Logistics & Supply Chain,Supply chain & WMS software,"~4,600","Revenue ~$1.04B (2024), public (NASDAQ: MANH), highly profitable",Category-leading supply chain software; F1 tech-partner style deal (like SAP/Oracle in F1) elevates enterprise brand.
437,Matson,matson.com,United States,Logistics & Supply Chain,Ocean carrier & logistics,"~4,100","Revenue ~$3.4B (2024), net income ~$476M, public (NYSE: MATX)",Premium expedited trans-Pacific service brand; speed-at-sea positioning pairs with F1 speed marketing and APAC/US race hospitality.
438,Motive,gomotive.com,United States,Logistics & Supply Chain,AI fleet management platform,"~3,000-4,000","Revenue ~$370M (2024), ARR $501M (Sep 2025); IPO filed; raised >$500M total",Pre/post-IPO brand-building window; AI dashcam & telematics story fits F1 data narrative and rival Samsara-style growth marketing.
439,NewCold,newcold.com,Netherlands,Logistics & Supply Chain,Automated cold-chain warehousing,"~2,000",Raised ~$700M equity (2023) incl. new investors; revenue ~$400-500M and scaling,Automation-first cold chain expanding across three continents; F1 tech/precision positioning aids talent and customer acquisition.
440,NTG Nordic Transport Group,ntg.com,Denmark,Logistics & Supply Chain,Road & air/ocean forwarding,"~3,000","Revenue ~DKK 9B (~$1.3B, 2024), listed on Nasdaq Copenhagen, profitable",Acquisitive listed forwarder integrating many brands; a single F1 platform unifies group identity across Europe.
441,Odyssey Logistics,odysseylogistics.com,United States,Logistics & Supply Chain,Chemical & multimodal 3PL,"~2,000-2,500",Revenue ~$1.3B+ (2023),Specialty chemical logistics leader; F1's fuels/materials supply chain narrative plus client hospitality at US rounds.
442,OIA Global,oiaglobal.com,United States,Logistics & Supply Chain,Freight forwarding / packaging,"~1,300",Revenue ~$1.3B (2022); owned by LDI Ltd.,Mid-size global forwarder differentiating on engineered logistics; F1 offers instant global B2B credibility.
443,Radiant Logistics,radiantdelivers.com,United States,Logistics & Supply Chain,3PL / forwarding network,"~1,000-1,200","Revenue ~$800M-1.1B (FY2023-24), public (NYSE American: RLGT), profitable",Public asset-light 3PL needing brand lift over its agent network; F1 US races align with North American footprint.
444,Röhlig Logistics,rohlig.com,Germany,Logistics & Supply Chain,Freight forwarding,"~2,700","Revenue ~€1.2B (2023), family-owned, 170+ years profitable operation",Global mid-size forwarder seeking differentiation vs. giants; F1 hospitality suits its owner-led key-account culture.
445,SAL Saudi Logistics Services,sal.sa,Saudi Arabia,Logistics & Supply Chain,Air cargo handling & logistics,"~3,500-4,000","Revenue ~SAR 1.2B (~$320M, 2024) with ~35%+ net margins, Tadawul-listed",Handles the air freight that lands for the Saudi GP itself; Vision 2030 logistics-hub story fits F1's Jeddah/Qiddiya platform.
446,Samskip,samskip.com,Netherlands,Logistics & Supply Chain,Multimodal / shortsea shipping,"~1,650",Revenue ~€850M (2023),Green multimodal pioneer (hydrogen vessels); fits F1's Net Zero 2030 logistics narrative at European rounds.
447,Scan Global Logistics,scangl.com,Denmark,Logistics & Supply Chain,Freight forwarding,"~4,000-4,500","Revenue ~$2.5B (2022), ~$1.9B (2024); CVC-backed",Fast-rolling-up global forwarder with challenger brand energy; F1 accelerates name recognition in new markets.
448,SEKO Logistics,sekologistics.com,United States,Logistics & Supply Chain,Freight forwarding / e-commerce logistics,"~3,000-3,500",Revenue ~$2B (2022); PE-backed (Ridgemont),Cross-border e-commerce brand chasing global recognition; F1's global calendar matches its trans-Pacific lanes.
449,sennder,sennder.com,Germany,Logistics & Supply Chain,Digital road freight,"~2,500-3,000",~€1.4B pro-forma revenue after acquiring C.H. Robinson's European Surface Transport (2025); >$1B raised,Europe's largest digital FTL player post-acquisition; European race calendar mirrors its lane network; carrier + shipper branding.
450,Symbotic,symbotic.com,United States,Logistics & Supply Chain,Warehouse robotics & automation,"~1,800-2,000","Revenue ~$1.8B (FY2024), public (NASDAQ: SYM), multi-billion backlog",AI robotics firm selling to retail giants; F1's robotics/engineering halo plus CXO hospitality for 9-figure deals.
451,TGW Logistics Group,tgw-group.com,Austria,Logistics & Supply Chain,Warehouse automation,"~4,500","Revenue ~€1.07B (FY2023/24), foundation-owned, profitable",Automation engineering brand competing with Dematic/Vanderlande; F1 mechatronics halo plus Red Bull Ring home race.
452,Tristar Group,tristar-group.co,United Arab Emirates,Logistics & Supply Chain,Energy & fuel logistics,"~2,500","Revenue ~$800M+ (2023), profitable; Agility-backed",Fuel logistics specialist as F1 moves to 100% sustainable fuel in 2026; Abu Dhabi GP home-market hospitality.
453,WWEX Group (Worldwide Express),wwex.com,United States,Logistics & Supply Chain,Parcel & LTL 3PL,"~2,000-2,500",Revenue ~$3.9B (2023); PE-backed,SMB shipping platform seeking national brand awareness; US F1 boom (Austin/Miami/Vegas) matches its Dallas HQ footprint.
454,Ziegler Group,zieglergroup.com,Belgium,Logistics & Supply Chain,Freight forwarding,"~3,200","Revenue ~€1.5B (2022-23), family-owned",Pan-European forwarder near Spa heartland; long history of event/art logistics makes F1 freight a natural showcase.
455,A. Lange & Söhne,alange-soehne.com,Germany,Luxury & Lifestyle,Watches,~850,"Est. revenue ~€400M (2023 est.), Richemont-backed; title sponsor of Concorso d'Eleganza Villa d'Este (proven auto-culture spend)",German precision brand already invested in automobile culture; an F1 team deal would be a natural escalation with collector credibility.
456,AMIRI,amiri.com,United States,Luxury & Lifestyle,Luxury Fashion,~500,"Est. revenue US$300M+ (2023 est.), profitable, OTB minority backing","LA luxury label worn by athletes and musicians; driver off-track fashion is prime AMIRI territory, no existing F1 deal (verified)."
457,Amouage,amouage.com,Oman,Luxury & Lifestyle,Fragrance,~900,"Est. revenue US$300M+ (2024), profitable, Oman sovereign-linked ownership",Gulf luxury champion with global expansion ambitions; four Middle East races offer home-region prestige plus worldwide reach.
458,Audemars Piguet,audemarspiguet.com,Switzerland,Luxury & Lifestyle,Watches,"~2,700","Revenue ~CHF 2.35B (2023), independent, family-owned and highly profitable",Top-3 Swiss haute horlogerie brand with no motorsport platform; F1 offers global HNW reach and driver-ambassador fit alongside its existing sports icons.
459,Bottega Veneta,bottegaveneta.com,Italy,Luxury & Lifestyle,Fashion House,"~4,000","Revenue €1.7B (2024, Kering), profitable",Logo-free Italian craft brand courting younger HNW buyers; F1 offers cultural reach without diluting exclusivity.
460,Brunello Cucinelli,brunellocucinelli.com,Italy,Luxury & Lifestyle,Fashion House,"~3,000","Revenue €1.28B (2024), Milan-listed and profitable",Quiet-luxury tailoring worn by team principals already; official team apparel or paddock partnership is an on-brand play.
461,Canada Goose,canadagoose.com,Canada,Luxury & Lifestyle,Luxury Outerwear,"~4,500","Revenue C$1.35B (FY2025), NYSE/TSX-listed, profitable",Performance-luxury outerwear seeking year-round brand energy; team kit and cold-race activations (Vegas night race) fit naturally.
462,Chopard,chopard.com,Switzerland,Luxury & Lifestyle,Watches & Jewelry,"~2,000",Est. revenue ~CHF 900M (2023 est.); decades of Mille Miglia and Porsche Motorsport sponsorship (>$1M/yr motorsport spend),Proven motorsport marketer (Mille Miglia since 1988) with no current F1 seat; natural step up to the championship's global stage.
463,Chrome Hearts,chromehearts.com,United States,Luxury & Lifestyle,Luxury Jewelry & Fashion,"~1,500","Est. revenue US$700M+ (2023 est.), highly profitable, family-owned with no outside capital",Cult LA luxury brand with motorcycle-culture DNA; limited F1 capsules and driver partnerships would sell out instantly.
464,Creed,creedfragrances.co.uk,United Kingdom,Luxury & Lifestyle,Fragrance,~700,Revenue >€250M; acquired by Kering Beauté for ~€3.5B (2023),Aventus is the unofficial scent of high-achieving men; F1 driver partnership would formalize a fanbase it already owns.
465,David Yurman,davidyurman.com,United States,Luxury & Lifestyle,Jewelry,"~1,200","Est. revenue ~US$1B (2023 est.), family-owned and profitable","America's leading luxury jeweler as F1 explodes in the US (Miami, Austin, Vegas); men's jewelry line suits driver partnerships."
466,Diptyque,diptyqueparis.com,France,Luxury & Lifestyle,Fragrance & Lifestyle,~600,"Est. revenue ~€500M (2023 est.), profitable, Manzanita Capital-owned",Parisian lifestyle house entering travel retail and hospitality; Paddock Club amenity partnerships suit its gifting culture.
467,Gentle Monster,gentlemonster.com,South Korea,Luxury & Lifestyle,Eyewear,"~1,200","Est. revenue ~US$450M (2023), highly profitable, independent (IICOMBINED)",Asia's hottest experiential eyewear brand; F1's youth surge in Asia and futuristic retail theater align with race-weekend pop-ups.
468,Golden Goose,goldengoose.com,Italy,Luxury & Lifestyle,Luxury Sneakers & Fashion,"~1,900","Revenue €654M (2024), EBITDA-profitable, Permira-owned",Youth-skewing luxury sneaker brand; F1's Gen-Z fan surge and driver street-style culture are its exact marketing lane.
469,Graff,graff.com,United Kingdom,Luxury & Lifestyle,High Jewelry,~600,"Revenue ~US$500M+ (UK filings, 2023), family-owned and profitable",UHNW diamond house whose clients populate Monaco and Abu Dhabi paddock clubs; hospitality-led sponsorship fits perfectly.
470,Harry Winston,harrywinston.com,United States,Luxury & Lifestyle,High Jewelry & Watches,"~1,000","Est. revenue ~US$800M (2023 est.); Swatch Group subsidiary (acquired for US$1B, 2013)",Red-carpet jeweler seeking male UHNW reach; F1 paddock hospitality and a watch line give it a dual activation path.
471,Huda Beauty,hudabeauty.com,United Arab Emirates,Luxury & Lifestyle,Beauty,~300,"Est. revenue ~US$400M (2023 est.), profitable, founder-owned after buying back TSG stake",Dubai-based beauty giant with massive social reach; F1's female fan growth and Middle East races are a home-turf match.
472,Inter Parfums,interparfumsinc.com,United States,Luxury & Lifestyle,Fragrance,"~2,100","Revenue US$1.45B (2024), NYSE-listed, profitable","Licenses Montblanc, Jimmy Choo, GUESS fragrances; an official F1 fragrance license mirrors its proven brand-partnership model."
473,Jacquemus,jacquemus.com,France,Luxury & Lifestyle,Fashion House,~400,"Revenue ~€270M (2022, company-reported), profitable and independent","Social-media-native French house; F1's viral moments (Miami, Monaco) suit its spectacle-led marketing and capsule drops."
474,Jaeger-LeCoultre,jaeger-lecoultre.com,Switzerland,Luxury & Lifestyle,Watches,"~1,300","Est. revenue ~CHF 800M (2023 est.), Richemont-backed and profitable","Automotive heritage (Reverso born for sportsmen, past Aston Martin road-car ties) with no current racing platform; strong driver-partnership potential."
475,Longchamp,longchamp.com,France,Luxury & Lifestyle,Leather Goods & Accessories,"~3,500","Revenue ~€700M (2023), family-owned and profitable",Accessible French luxury with travel-retail strength; F1's globe-trotting affluent audience matches its airport-to-paddock buyer.
476,Longines,longines.com,Switzerland,Luxury & Lifestyle,Watches,"~1,500","Est. revenue ~CHF 1.5B (2023 est., Swatch Group); major equestrian/ski/tennis timekeeping budgets >$1M/yr",Former F1 official timekeeper (1980s) with deep sports-timing budgets; F1 return would re-premiumize the brand to affluent global fans.
477,Marcolin,marcolin.com,Italy,Luxury & Lifestyle,Eyewear,"~1,900","Revenue €557M (2023), PAI Partners-owned","Licenses Tom Ford, Zegna, Web eyewear; official team sunglasses give shelf-ready retail activation across 24 race markets."
478,Mikimoto,mikimoto.com,Japan,Luxury & Lifestyle,Jewelry,"~1,500","Revenue ~¥55B (~US$370M, FY2023), profitable, family-linked ownership",Japan's pearl icon modernizing toward younger global clients; Suzuka heritage plus growing men's jewelry line fit F1 culture.
479,Montblanc,montblanc.com,Germany,Luxury & Lifestyle,Watches & Premium Accessories,"~3,000","Est. revenue ~€900M (2023 est., Richemont 'Other' segment), profitable","Writing instruments, leather and TimeWalker chronographs aimed at executives — F1's business-class global audience is its core buyer."
480,Omega,omegawatches.com,Switzerland,Luxury & Lifestyle,Watches,"~2,500","Est. revenue ~CHF 2.6B (2023 est.), Swatch Group flagship; Olympic timekeeping demonstrates 8-figure sports spend","Precision-timing heritage brand whose rivals (TAG Heuer, IWC) own F1 real estate; team partnership would defend share of the racing wrist."
481,Panerai,panerai.com,Switzerland,Luxury & Lifestyle,Watches,"~1,000","Est. revenue ~€550M (2023 est., Richemont maison); Luna Rossa America's Cup title sponsorship shows >$1M/yr sports spend",Italian marine-sports sponsor ready for a land-based platform; team deal plus driver ambassadors mirrors its Luna Rossa playbook.
482,Parfums de Marly,parfums-de-marly.com,France,Luxury & Lifestyle,Fragrance,~450,Est. retail sales ~€400M (2023); Advent International majority stake (2023),Equestrian-heritage niche fragrance scaling globally with PE capital; F1 paddock is its Gulf and US client base at play.
483,Patek Philippe,patek.com,Switzerland,Luxury & Lifestyle,Watches,"~2,600","Est. revenue ~CHF 2.0B (2023, Morgan Stanley/LuxeConsult estimates), family-owned and profitable",Ultimate collector brand seeking younger UHNW audiences; F1 paddock culture is where its next generation of buyers already is.
484,Safilo Group,safilogroup.com,Italy,Luxury & Lifestyle,Eyewear,"~2,900","Revenue €993M (2024), Milan-listed",Portfolio includes Carrera — a racing-named brand with motorsport heritage; F1 licensing/team eyewear deal is an obvious fit.
485,Saint Laurent,ysl.com,France,Luxury & Lifestyle,Fashion House,"~4,000","Revenue €2.9B (2024, Kering), profitable",Rock-and-roll luxury aesthetic matches F1's night races and music-crossover culture; strong driver-styling partnership potential.
486,Salvatore Ferragamo,ferragamo.com,Italy,Luxury & Lifestyle,Fashion House,"~3,500","Revenue €1.03B (2024), Milan-listed",Heritage Italian house needing brand heat; Imola/Monza fanbase and driver footwear/leather collabs offer authentic activation.
487,Skims,skims.com,United States,Luxury & Lifestyle,Premium Apparel,~500,Est. revenue ~US$1B (2024); raised US$270M (2023) at US$4B valuation; NBA official partner shows major sports spend,Already buys big sports properties (NBA); F1's fast-growing female and US fanbase is its next global audience play.
488,The RealReal,therealreal.com,United States,Luxury & Lifestyle,Luxury Retail Platform,"~2,400","Revenue ~US$600M (2024), Nasdaq-listed, adjusted-EBITDA positive",Luxury resale leader courting affluent millennials; F1 US races offer mass-affluent reach and circular-luxury storytelling.
489,Tissot,tissotwatches.com,Switzerland,Luxury & Lifestyle,Watches,"~1,000","Est. revenue ~CHF 1B (2023 est., Swatch Group); pays for NBA, Tour de France and MotoGP timekeeping (well >$1M/yr)","MotoGP's timekeeper with historic F1 team sponsorships (Lotus, Renault); accessible-premium price point suits F1's booming young fanbase."
490,Tod's,tods.com,Italy,Luxury & Lifestyle,Fashion & Leather Goods,"~4,700",Revenue €986M (2023); Della Valle family with L Catterton backing,Maker of the driving shoe — literal gentleman-driver heritage; F1 partnership would reclaim its automotive story globally.
491,Vacheron Constantin,vacheron-constantin.com,Switzerland,Luxury & Lifestyle,Watches,"~1,400","Est. revenue ~CHF 1.1B+ (2023, Morgan Stanley est.), Richemont-backed and profitable",Crossed CHF 1B with no sports property; F1's UHNW paddock and Middle East races match its fastest-growing client base.
492,Valentino,valentino.com,Italy,Luxury & Lifestyle,Fashion House,"~4,000",Revenue €1.31B (2023); backed by Mayhoola (Qatar) with Kering stake,Qatari-owned maison with couture glamour; F1's Gulf races and celebrity paddock are a natural runway.
493,Van Cleef & Arpels,vancleefarpels.com,France,Luxury & Lifestyle,High Jewelry,"~4,000","Est. revenue >€3B (2024 est., Richemont Jewellery Maisons), highly profitable",Richemont's second jewelry powerhouse with zero sports presence; F1's glamour races offer a Monaco-native storytelling stage.
494,Zimmermann,zimmermannwear.com,Australia,Luxury & Lifestyle,Fashion House,"~1,500",Est. revenue US$300M+; Advent International took majority at >US$1B valuation (2023),PE-backed global expansion push; F1's affluent female audience growth (40%+ of fans) is its acquisition target.
495,Coursera,coursera.org,United States,Other Consumer/B2B,EdTech / online degrees,"~1,300","Revenue ~$695M (2024), NYSE-listed, cash-rich","Global learner acquisition in F1 growth markets (India, LatAm, MENA); STEM/engineering content ties to F1 careers narrative."
496,Duolingo,duolingo.com,United States,Other Consumer/B2B,EdTech / language app,~850,"Revenue $748M (2024), profitable, Nasdaq-listed",Marketing-led brand famous for stunts; global multilingual fanbase and meme-friendly owl fit F1's social-first growth.
497,SThree,sthree.com,United Kingdom,Other Consumer/B2B,STEM staffing,"~2,700","Revenue ~GBP 1.5B (FY2024), profitable listed staffer","STEM-talent brand; F1's engineering-excellence halo is a perfect recruiter-brand fit, echoing Randstad's F1 playbook."
498,AlixPartners,alixpartners.com,United States,Professional Services,Turnaround & performance consulting,"~3,800","Revenue ~$1.2B, highly profitable partnership","'When it really matters' positioning suits high-stakes F1; rivals' F1 deals (McKinsey-alumni firms, Accenture) validate category."
499,Ankura,ankura.com,United States,Professional Services,Consulting & disputes advisory,"~2,000","Revenue est. ~$700M, PE-backed profitable challenger",Scaling globally against FTI/Kroll; needs brand differentiation with corporate decision-makers F1 concentrates.
500,Arthur D. Little,adlittle.com,Belgium,Professional Services,Technology & innovation consulting,"~2,000","Revenue ~EUR 400M+ (2024), profitable",Deep-tech/mobility consulting positioning pairs naturally with F1 engineering; growing Middle East footprint where races cluster.
501,L.E.K. Consulting,lek.com,United Kingdom,Professional Services,Strategy consulting,"~2,700","Revenue est. ~$1B, profitable global partnership",Under-branded vs MBB; F1 hospitality is an efficient CXO access and recruiting platform.
502,Quinn Emanuel Urquhart & Sullivan,quinnemanuel.com,United States,Professional Services,Litigation law firm,"~2,300","Revenue ~$2.2B (FY2024), top-tier per-partner profits",Self-styled maverick litigation brand; global disputes work for sports/auto clients and appetite for unconventional marketing.
503,Roland Berger,rolandberger.com,Germany,Professional Services,Strategy consulting,"~3,500","Revenue ~EUR 1B (2023), profitable partnership",Only major European-origin strategy firm; automotive/mobility practice heritage makes F1 a natural flagship platform.
504,Sia Partners,sia-partners.com,France,Professional Services,Management & AI consulting,"~3,000","Revenue ~EUR 450M (FY2024), profitable, acquisitive",French challenger consultancy with dedicated sports practice; F1 fits AI-consulting positioning and Paris HQ pride.
505,Simon-Kucher & Partners,simon-kucher.com,Germany,Professional Services,Pricing & growth consulting,"~2,100","Revenue ~EUR 600M (2024), profitable",Global B2B brand-building push underway; 'better growth' message to C-suites in F1 Paddock Club environment.
506,Teneo,teneo.com,United States,Professional Services,CEO advisory / strategic communications,"~1,600","Revenue est. ~$700M, CVC-backed and profitable","Client base is CEOs; already advises sports properties, and paddock hospitality is core to its relationship model."
507,Azizi Developments,azizidevelopments.com,United Arab Emirates,Real Estate & Construction,Residential developer (Dubai),"~1,800","AED 5B+ annual sales, profitable private developer",Competes with DAMAC/Sobha (both F1 sponsors) for international buyers; F1 is the category's established playbook.
508,Berkeley Group,berkeleygroup.co.uk,United Kingdom,Real Estate & Construction,Premium residential developer,"~2,800","Revenue GBP 2.5B, pretax profit ~GBP 550M (FY2024)",Sells London prime property to the same international HNW buyers in F1 Paddock Club; British-brand halo.
509,Binghatti,binghatti.com,United Arab Emirates,Real Estate & Construction,Branded-residence developer,"~1,600","~AED 9B (~$2.4B) sales in 2024, profitable",Already partners with Bugatti and Mercedes-Benz on branded towers; F1 team/race sponsorship is a natural brand extension.
510,Danube Properties,danubeproperties.com,United Arab Emirates,Real Estate & Construction,Residential developer (Dubai),"~3,500","Group revenue >$1.3B, profitable; proven multi-million sports sponsorship spend (cricket title deals)",Dubai developer already buying big sport (cricket) to reach expat investors; F1 Abu Dhabi/global reach is the upgrade path.
511,DLF,dlf.in,India,Real Estate & Construction,Luxury real estate developer,"~2,400","Revenue ~$830M, net profit ~$330M (FY2024), India's largest listed developer",Courting global Indian-diaspora luxury buyers; F1 sponsorship heritage (DLF sponsored Indian GP era events) and India fan boom.
512,Macrotech Developers (Lodha),lodhagroup.in,India,Real Estate & Construction,Luxury residential developer,"~4,500","Revenue ~$1.7B (FY2025), strongly profitable",Ultra-luxury brand (Trump Tower Mumbai developer) targeting global Indian wealth; F1 is the aspirational stage.
513,ROSHN Group,roshn.sa,Saudi Arabia,Real Estate & Construction,PIF-backed community developer,"~1,800",PIF-backed giga-developer; sports sponsorship spend in tens of millions (Saudi Pro League title sponsor),Proven mega-sponsor seeking global visibility as Saudi hosts F1; Jeddah GP alignment without current F1 deal.
514,AST SpaceMobile,ast-science.com,United States,Telecom & Connectivity,Satellite direct-to-device,"~1,100","Raised well over $1B in 2024-2025 (equity + strategic from AT&T, Verizon, Google)",Needs global consumer awareness ahead of direct-to-phone service launch; space-tech story fits F1 innovation platform.
515,Globalstar,globalstar.com,United States,Telecom & Connectivity,Satellite connectivity / IoT,~400,Revenue ~$250M (2024) plus $1.1B Apple infrastructure prepayment (2024),Apple-backed satellite operator seeking brand identity beyond wholesale; connectivity-at-the-edge narrative suits remote race venues.
516,Holafly,holafly.com,Spain,Telecom & Connectivity,Travel eSIM,"~1,000","Reported ~EUR 300M revenue (2024), bootstrapped and profitable","Direct Airalo competitor; F1's globe-trotting fanbase is the exact travel-eSIM buyer, mirroring Airalo-McLaren playbook."
517,Iridium Communications,iridium.com,United States,Telecom & Connectivity,Satellite communications,~850,"Revenue ~$830M (2024), profitable, strong free cash flow",Global coverage brand looking to consumerize via direct-to-device push; F1's 24-country footprint demonstrates 'connected anywhere'.
518,Lebara,lebara.com,United Kingdom,Telecom & Connectivity,MVNO / challenger mobile,"~1,200","Revenue ~EUR 600M (2023), profitable multi-market MVNO",Migrant-diaspora mobile brand in F1's core European markets seeking mass-reach brand lift vs incumbent carriers.
519,SES,ses.com,Luxembourg,Telecom & Connectivity,Satellite operator (GEO/MEO),"~4,000 (post-Intelsat)","Revenue ~EUR 2B (2024), scaled further by 2025 Intelsat acquisition",Broadcast-distribution heritage plus mobility/连-connectivity growth segment aligns with F1 global media production needs.
520,AJ Bell,ajbell.co.uk,United Kingdom,"Trading, Crypto & Wealth",Investment platform / wealth,"~1,600","Revenue £269M (~$340M, FY2024), LSE-listed, highly profitable; existing sports sponsor (triathlon, squash)",Proven sponsorship buyer seeking younger DIY investors — F1's UK reach beats its current niche sports.
521,Angel One,angelone.in,India,"Trading, Crypto & Wealth",Retail brokerage / investing app,"~3,500","Revenue ~$600M (FY2025), profitable; NSE-listed; proven big-ticket sports spend (IPL association)",Already pays cricket-scale sponsorship money; F1 offers global differentiation vs Groww/Zerodha.
522,Axi,axi.com,Australia,"Trading, Crypto & Wealth",FX / CFD broker,~500,Profitable; official online trading partner of Manchester City since 2020 (est. $3-5M/yr),Long-running seven-figure football sponsor; F1 matches its global online trader audience.
523,Bitget,bitget.com,Seychelles,"Trading, Crypto & Wealth",Crypto exchange,"~1,800","Top-5 global exchange by volume, profitable; pays for LALIGA partnership and Lionel Messi ambassadorship",Already spending Messi/LALIGA money; motorsport is the obvious next step as rivals lock up F1 teams.
524,Capital.com,capital.com,United Kingdom,"Trading, Crypto & Wealth",CFD / retail trading platform,~800,"Trading volumes >$1.2T (2024), profitable, revenue estimated >$250M",High-growth global CFD brand (UAE/APAC push) with heavy sports-ad spend; verified no current F1 deal.
525,CFI Financial Group,cfifinancial.com,United Arab Emirates,"Trading, Crypto & Wealth",FX / CFD broker,"~1,200","MENA's largest online broker by volume, profitable; official partner of AC Milan (multi-M/yr)",Gulf money plus existing top-tier sponsorship; Abu Dhabi GP home race makes activation natural.
526,Citadel Securities,citadelsecurities.com,United States,"Trading, Crypto & Wealth",Market maker,"~1,600",Net trading revenue ~$9.7B (2024),"Global expansion (APAC, Europe) and talent war make F1's engineering-excellence halo a strong fit."
527,CMC Markets,cmcmarkets.com,United Kingdom,"Trading, Crypto & Wealth",CFD / spread betting & investing,"~1,100","Net operating income ~£340M (FY2025), LSE-listed, profitable; sponsors NRL Cronulla Sharks","Established sports sponsor competing with F1-sponsoring CFD rivals in UK, Australia and Singapore."
