sector_tab,tab_priority,rank_in_tab,priority_score,key_brand,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
Banking & Insurance,01,95,46,,bolttech,bolttech.io,Singapore,Embedded insurance / insurtech exchange,"1,000",250-1k,legacy,,,Raised $553M cumulative; $2.1B valuation (June 2025 Series C); ~$320M ARR,"Global embedded-insurance exchange spanning 35+ markets, well-funded unicorn seeking premium global brand positioning."
Banking & Insurance,01,96,46,,BRI Life (BRIngin Life),bringinlife.co.id,Indonesia,Life carrier,2000+,1k-5k,legacy,,,"backed by Bank Rakyat Indonesia (state bank, 80000+ employees)",State bank BRI's life insurance subsidiary with large captive distribution base
Banking & Insurance,01,97,46,,Brit Limited,brit.com,United Kingdom,Lloyd's specialty (re)insurer,"~1,500",1k-5k,legacy,,,Owned by Fairfax Financial (multi-billion $ revenue parent); Brit itself writes >$2B GWP,Top-tier Lloyd's (re)insurer explicitly named as tier-comp; motorsport/aviation/property lines align with F1 risk exposure
Banking & Insurance,01,98,46,,Britam Holdings,britam.com,Kenya,Life/Financial services,1200+,1k-5k,legacy,,,revenue ~$300M+/yr; listed on Nairobi Securities Exchange,Leading Kenyan/East African financial services and insurance group with regional footprint
Banking & Insurance,01,99,46,,Bupa Arabia,bupa.com.sa,Saudi Arabia,Health carrier,3000+,1k-5k,legacy,,,revenue ~$3B/yr; Saudi Arabia's largest health insurer,"Dominant Saudi health insurer, part of the global Bupa network with strong brand marketing budget"
Banking & Insurance,01,100,46,,Canopius Group,canopius.com,United Kingdom,Lloyd's & Bermuda specialty (re)insurer,~900,250-1k,legacy,,,Backed by Centerbridge Partners; GWP >$2B,Large PE-backed Lloyd's/Bermuda specialty (re)insurer with global marine/property book
Banking & Insurance,01,101,46,,CFC Underwriting,cfc.com,UK,Specialty/cyber MGA,"1,000+",250-1k,legacy,,,"PE-backed specialty MGA; gross written premium >$2B, profitable","One of the world's largest cyber/specialty MGAs, London-based in F1's commercial heartland, with budget for high-profile brand plays."
Banking & Insurance,01,102,46,,Chaucer Group,chaucergroup.com,United Kingdom,Lloyd's managing agency,~600,250-1k,legacy,,,"Owned by China Reinsurance Group (state-owned, revenue >$10B)","Established Lloyd's specialty underwriter (marine, energy, aviation) with deep-pocketed parent"
Banking & Insurance,01,103,46,,Clearcover,clearcover.com,USA,D2C digital auto insurer,400-500,250-1k,legacy,,,Raised ~$300M cumulative (incl. $200M Series D at $1.3B valuation),Unicorn-valued digital auto insurer competing for mindshare against Root/Clearcover peers via performance and brand marketing.
Banking & Insurance,01,104,46,,Clover Health,cloverhealth.com,USA,Health insurtech (Medicare Advantage),"900-1,100",1k-5k,legacy,,,Public (NASDAQ: CLOV); 2024 revenue ~$1.8B,Public Medicare Advantage insurtech investing in brand awareness as it scales profitably; motorsport partnerships underused in health-insurance category.
Banking & Insurance,01,105,46,,Compare the Market (BGL Group),comparethemarket.com,UK,Insurance comparison platform,"1,800-2,200",1k-5k,legacy,,,"BGL Group revenue >£800M, profitable; famous for outsized above-the-line marketing spend ('meerkat' campaign)",Marketing-first insurance comparison brand already proven to invest heavily in mass-audience sponsorship-style campaigns.
Banking & Insurance,01,106,46,,Confused.com,confused.com,UK,Insurance comparison platform,250-350,250-1k,legacy,,,"Owned by Admiral Group (public, LSE: ADM, revenue >£3B)","Long-running UK comparison brand backed by Admiral's profitable balance sheet, competing directly with Compare the Market/GoCompare for share of voice."
Banking & Insurance,01,107,46,,Convex Group,convexin.com,Bermuda,Specialty (re)insurer,~700,250-1k,legacy,,,"Raised >$1.8B launch capital (Onex, Stone Point, etc.)","Blank-cheque-scale specialty (re)insurer, London/Bermuda class-of-2019 peer to Inigo/Vantage"
Banking & Insurance,01,108,46,,Corvus Insurance (a Travelers company),corvusinsurance.com,USA,Cyber/commercial insurtech,200-300,250-1k,legacy,,,Acquired by Travelers 2023 (~$435M); Travelers is Fortune 500 (revenue >$45B),"AI-driven cyber MGA now backed by Travelers' scale, positioned to lead cyber-insurance brand-building in motorsport-adjacent tech sponsorships."
Banking & Insurance,01,109,46,,Cover Genius,covergenius.com,Australia,Embedded insurance (travel/e-commerce/mobility),700-800,250-1k,legacy,,,Raised $355M+ cumulative; $1.9B valuation (2026); >$3B cumulative gross written sales,"Embedded-insurance leader for airlines, e-commerce and mobility platforms; F1 ticketing/travel partners are a natural distribution tie-in."
Banking & Insurance,01,110,46,,Credendo Group,credendo.com,Belgium,Trade & export credit insurer,~600,250-1k,legacy,,,State/bank-backed European export credit group; revenue >$250M,Pan-European trade/export credit insurer seeking wider commercial brand recognition
Banking & Insurance,01,111,46,,Crum & Forster (Fairfax),cfins.com,United States,Specialty P&C insurer,"~4,300",1k-5k,legacy,,,Owned by Fairfax Financial; GWP >$4B,Fairfax-owned US specialty insurer with broad E&S and program business
Banking & Insurance,01,112,46,,Devoted Health,devoted.com,USA,Health insurtech (Medicare Advantage),"2,200+",1k-5k,legacy,,,Raised $2.6B cumulative; $12.9-13B valuation; raised $366M across Nov 2025-Jan 2026 (<24mo),Well-capitalized Medicare Advantage insurtech with a senior-skewing customer base that overlaps with F1's growing affluent/older demographic viewership.
Banking & Insurance,01,113,46,,Die Mobiliar (Swiss Mobiliar),mobiliar.ch,Switzerland,Multiline (mutual),5000+,1k-5k,legacy,,,"Revenue >CHF 4.5B; largest Swiss mutual insurer, profitable","Leading Swiss cooperative insurer known for local sports sponsorship, could scale to international motorsport"
Banking & Insurance,01,114,46,,Digit Insurance (Go Digit),godigit.com,India,D2C digital general insurer,"4,000-5,000",1k-5k,legacy,,,"Public (NSE/BSE, IPO 2024); FY23 revenue ~$676M",Publicly listed Indian digital insurer with strong brand marketing history (celebrity endorsements) and appetite for global-facing campaigns.
Banking & Insurance,01,115,46,,Diot-Siaci (SIACI Saint Honoré),diot-siaci.com,France,Insurance Broker,3000+,1k-5k,legacy,,,"Revenue >€500M; France's leading independent broker, backed by Ardian/Butler Industries","Leading French broker group formed via 2021 merger, well-capitalized and building international profile"
Banking & Insurance,01,116,46,,Earnix,earnix.com,Israel,Underwriting/pricing AI,550-650,250-1k,legacy,,,Raised >$200M cumulative; valuation >$1.35B (General Atlantic/Insight Partners-backed unicorn),Real-time pricing and underwriting AI used by top-tier global insurers; a natural fit for an AI/data-themed F1 partnership.
Banking & Insurance,01,117,46,,Embrace Pet Insurance,embracepetinsurance.com,USA,Pet insurance,450-550,250-1k,legacy,,,Owned by Liberty Mutual (parent revenue >$45B),"Well-capitalized pet insurer (Liberty Mutual-backed) in a fast-growing, sponsorship-light category."
Banking & Insurance,01,118,46,,esure Group,esure.com,UK,D2C digital direct insurer,"2,000+",1k-5k,legacy,,,"PE-owned (Bain Capital); revenue >£700M, profitable",Profitable UK direct insurer (esure/Sheilas' Wheels) seeking brand refresh under private-equity ownership.
Banking & Insurance,01,119,46,,Ethos Life,ethos.com,USA,D2C digital life insurance,750,250-1k,legacy,,,"IPO Jan 2026 (NASDAQ: LIFE) raised $200M; >$500M cumulative raised, incl. >$150M in trailing 24mo",Newly public AI-underwriting life insurer with fresh IPO capital and a mandate to build category awareness fast.
Banking & Insurance,01,120,46,,Etiqa Insurance & Takaful,etiqa.com.my,Malaysia,Life/Takaful carrier,3000+,1k-5k,legacy,,,part of Maybank Group (46000+ employees); revenue well above $250M,"Maybank's insurance/takaful arm, dominant in Malaysia and expanding across ASEAN/Middle East"
Banking & Insurance,01,121,46,,EverQuote,everquote.com,USA,Insurance comparison/ad marketplace,600-700,250-1k,legacy,,,Public (NASDAQ: EVER); revenue ~$550-650M,Leading online insurance marketing exchange with data-heavy positioning that fits F1's technology/analytics sponsor narrative.
Banking & Insurance,01,122,46,,Fabric (Western & Southern),meetfabric.com,USA,D2C digital life insurance,100-250,250-1k,legacy,,,Acquired 2023 by Western & Southern Financial Group (mutual insurer with $100B+ assets under management),Digital life-insurance brand for young families now backed by a large mutual insurer with marketing capacity to spend.
Banking & Insurance,01,123,46,,Fetch Pet Insurance (Independence Pet Group),fetchpet.com,USA,Pet insurance,550-650,250-1k,legacy,,,"Part of Independence Pet Group, backed by JAB Holding Company (deep-pocketed European investment group)","One of North America's largest pet insurers, backed by JAB's significant capital base and consumer-brand portfolio experience."
Banking & Insurance,01,124,46,,Fidelis Insurance Holdings,fidelisinsurance.com,Bermuda,Specialty (re)insurer,~350,250-1k,legacy,,,Public (NYSE:FIHL); revenue >$1.5B,Explicitly named tier example; Bermuda specialty (re)insurer with global marine/aviation/property book
Banking & Insurance,01,125,46,,Frontdoor Inc (American Home Shield),frontdoor.com,United States,Home warranty,"~2,000",1k-5k,legacy,,,Public (NASDAQ:FTDR); revenue $2.09B (FY2025),Leading US home warranty group with consumer-brand marketing budget
Banking & Insurance,01,126,46,,General Insurance Corporation of India (GIC Re),gicofindia.com,India,Reinsurance,600+,250-1k,legacy,,,"revenue ~$3B/yr; India's national reinsurer, state-owned",India's largest reinsurer with global cedant relationships and state capital backing
Banking & Insurance,01,127,46,,Geo Underwriting,geounderwriting.com,United Kingdom,MGA,~400,250-1k,legacy,,,Owned by Ardonagh Group (revenue >$2B),Ardonagh-owned UK/European MGA at meaningful scale
Banking & Insurance,01,128,46,,GIG Gulf (Gulf Insurance Group),gulfinsgroup.com,Kuwait / UAE,P&C/Life carrier,2500+,1k-5k,legacy,,,revenue (GWP) ~$1.6B/yr; KIPCO Group subsidiary spanning 12+ countries,"Pan-MENA insurer (Kuwait, UAE, Bahrain, Jordan, Egypt, Iraq) with KIPCO conglomerate capital backing"
Banking & Insurance,01,129,46,,Global Indemnity Group,globalindemnity.com,United States,Specialty/E&S insurer,~500,250-1k,legacy,,,Public (NASDAQ:GBLI); revenue >$500M,Established US E&S specialty insurer with excess/surplus lines focus
Banking & Insurance,01,130,46,,Globe Life Inc.,globelifeinsurance.com,United States,Life Insurance,3500+,1k-5k,legacy,,,"Revenue >$5.5B, publicly traded and highly profitable","Profitable niche life insurer with naming-rights sponsorship history (Globe Life Field, MLB Rangers) showing sports-sponsorship appetite"
Banking & Insurance,01,131,46,,GoCompare (Future plc),gocompare.com,UK,Insurance comparison platform,350-450,250-1k,legacy,,,"Acquired by Future plc 2023 (£594M); Future plc public (LSE: FUTR), revenue >£800M",Iconic UK comparison brand (Gio Compario) now backed by a large public media group with cross-promotion capacity via F1's UK broadcast/media ties.
Banking & Insurance,01,132,46,,GoHealth,gohealth.com,USA,Health insurance marketplace,"2,500-3,000",1k-5k,legacy,,,Public (NASDAQ: GOCO); revenue ~$700-900M,Publicly traded health-insurance marketplace with large media-buying operation; motorsport sponsorship would diversify beyond direct-response TV.
Banking & Insurance,01,133,46,,Hamilton Insurance Group,hamiltongroup.com,Bermuda,Specialty (re)insurer,~450,250-1k,legacy,,,"Public (NYSE:HG, 2023 IPO); revenue >$1.5B",Newly public Bermuda specialty (re)insurer with growth/visibility mandate
Banking & Insurance,01,134,46,,Hannover Rück (Hannover Re),hannover-re.com,Germany,Reinsurance,4000+,1k-5k,legacy,,,"Revenue >€28B; world's third-largest reinsurer, highly profitable","Large profitable global reinsurer with no consumer-facing sports sponsorship, seeking differentiated B2B visibility"
Banking & Insurance,01,135,46,,Hanover Insurance Group,hanover.com,United States,Commercial & Personal P&C,4600+,1k-5k,legacy,,,"Revenue >$5.8B, publicly traded and profitable",Independent-agent focused carrier looking to build consumer brand recognition; F1-clean
Banking & Insurance,01,136,46,,Haven Life,havenlife.com,USA,D2C digital life insurance,250-350,250-1k,legacy,,,Wholly owned by MassMutual (mutual insurer with $300B+ assets under management),"Digital life-insurance brand backed by MassMutual's balance sheet, seeking modern brand halo among younger buyers."
Banking & Insurance,01,137,46,,Hippo Insurance,hippo.com,USA,D2C digital home insurer,400-600,250-1k,legacy,,,"Public (NYSE: HIPO); raised ~$700M pre-IPO plus SPAC proceeds, cumulative >$1B",Home-insurance challenger seeking category disruption story and awareness lift as it scales beyond core US home market.
Banking & Insurance,01,138,46,,Homesite Insurance,homesite.com,USA,D2C digital home insurance,"1,300-1,500",1k-5k,legacy,,,"Owned by American Family Insurance (mutual insurer, revenue >$15B)","Digital-first home insurer backed by American Family's scale, competing with Lemonade/Hippo for the online-first homeowner segment."
Banking & Insurance,01,139,46,,Hyundai Marine & Fire Insurance,hi.co.kr,South Korea,P&C carrier,4000+,1k-5k,legacy,,,revenue ~$9B/yr; Hyundai Group affiliate,Hyundai-affiliated insurer; Hyundai Motor Group has motorsport (WRC) presence but this insurance entity is unsponsored in F1
Banking & Insurance,01,140,46,KEY,ICBC,icbc.com.cn,,"Payments, Banking & Insurance",20k+,20k+,competitor,,,"revenue $190B+ (2023, total income); funding n/a (public); valuation mkt cap ~$220B-250B (2024)",Competes with F1 sponsors: Santander; Standard Chartered
Banking & Insurance,01,141,46,,ICW Group,icwgroup.com,United States,Specialty workers' comp insurer,"~1,200",1k-5k,legacy,,,Private mutual; revenue est. >$700M,Large West Coast specialty workers' comp/E&S insurer
Banking & Insurance,01,142,46,,Income Insurance (NTUC Income),income.com.sg,Singapore,Life/P&C carrier,2000+,1k-5k,legacy,,,"revenue ~$3B/yr; Singapore composite insurer, Allianz-linked minority stake noted for compile-stage dedup",Leading Singapore composite insurer; flag Allianz minority stake for overlap check at compile
Banking & Insurance,01,143,46,,Inigo Insurance,inigoinsurance.com,United Kingdom,Lloyd's specialty (re)insurer,~350,250-1k,legacy,,,Raised $800M+ launch capital; agreed $1.7B acquisition by Radian (2025),Explicitly named tier example; well-capitalized Lloyd's specialty underwriter with global ambitions
