list,company,domain,hq_country,subsector,employees_est,size_band,affordability,why_f1,already_in_master_book,source_batch
Education & Upskilling,GoStudent,gostudent.org,Austria,Tutoring (K-12),1500,1k-5k,"Raised ~$325M+ cumulative funding (2021 Series C alone €300M), ~$3B peak valuation",Europe's best-funded tutoring unicorn; F1's European base (Austria neighbors Germany/Italy) suits a brand-awareness push into new markets.,,L09b
Education & Upskilling,Benesse Holdings,benesse.co.jp,Japan,Consumer education conglomerate,15000,6k-20k,TYO:9783; revenue ~¥450B (~$3B),"Owns Shinkenzemi, Berlitz and Kumon-adjacent brands; Japan is an established F1 host (Suzuka), giving a natural home-market activation angle.",,L09b
Education & Upskilling,Kumon Holdings,kumonglobal.com,Japan,Tutoring (K-12 franchise),8700,6k-20k,"~8,700 staff across 55 countries, 23,500+ centers (6,000+ staff gate)",Global after-school brand present in nearly every F1 host country; franchise network offers grassroots activation reach far beyond HQ marketing budget.,,L09b
Education & Upskilling,Physics Wallah,pw.live,India,Test prep / tutoring,10000,6k-20k,FY2025 revenue ~₹28.9B (~$326M); IPO'd Nov 2025 (NSE/BSE),"India's newest edtech unicorn-turned-public-company, chasing premium brand credibility as it scales beyond test prep; F1's growing Indian fanbase (post-2023 Indian GP discussions) is a target audience.",,L09b
Education & Upskilling,Allen Career Institute,allen.in,India,Test prep,8000,6k-20k,$600M cumulative investment from Bodhi Tree Systems (James Murdoch/Uday Shankar),Dominant Indian JEE/NEET coaching brand digitizing nationally; global sport sponsorship would support its push beyond India's coaching-hub cities.,,L09b
Education & Upskilling,Unacademy,unacademy.com,India,Test prep / tutoring,3000,1k-5k,"Raised $440M+ cumulative (SoftBank, Tiger Global), ~$3.4B peak valuation",Large-scale Indian edtech platform with an ambitious brand-building mandate; motorsport sponsorship would differentiate it from crowded domestic test-prep peers.,,L09b
Education & Upskilling,Daekyo,daekyo.co.kr,South Korea,Tutoring (K-12),5000,1k-5k,Large Korean education conglomerate (Eye Level); revenue est. ~$500M+,Korea is an emerging F1 market for the sport's Asia growth strategy; a household Korean education brand offers strong local activation.,,L09b
Education & Upskilling,Megastudy,megastudy.net,South Korea,Test prep,2500,1k-5k,KRX-listed; revenue est. ~$400M+,Korea's leading online test-prep platform; fits F1's broader push into Asian markets and youth-skewed digital audiences.,,L09b
Education & Upskilling,TAL Education Group,100tal.com,China,Tutoring / edtech,30000,20k+,NYSE:TAL; revenue rebounded to ~$1.9B post-policy pivot,Major Chinese edtech now expanding non-subject/STEM learning; global sport sponsorship supports its brand-rehabilitation and international-expansion narrative.,,L09b
Education & Upskilling,Gaotu Techedu,gaotu.cn,China,Tutoring / edtech,15000,6k-20k,"NASDAQ:GOTU; FY2025 revenue RMB6.1B (~$850M), +35% YoY",Rapidly re-scaling Chinese edtech pivoting into adult/AI-driven learning; global sponsorship would support international credibility as it diversifies revenue.,,L09b
Education & Upskilling,China Education Group Holdings,cegh.com.hk,China,Higher-ed operator,20000,6k-20k,"HKEX:0839; largest private higher-ed group in China, revenue est. ~$650M+","Operates a large network of private universities seeking to build a premium, internationally-recognized brand — aligned with F1's prestige positioning.",,L09b
Education & Upskilling,Bright Scholar Education,brightscholar.com,China,International schools,10000,6k-20k,NYSE:BEDU; revenue est. $400-500M,Operates bilingual/international K-12 schools feeding students into global universities; F1's international-school-family audience is a natural overlap.,,L09b
Education & Upskilling,GEMS Education,gemseducation.com,United Arab Emirates,International schools,22000,20k+,"Private; revenue est. $1B+, ~22,000 staff (6,000+ staff gate)","Middle East's largest private school operator, headquartered in an active F1 host market (Abu Dhabi); deep existing ties to UAE sports/entertainment sponsorship.",,L09b
Education & Upskilling,Nord Anglia Education,nordanglia.com,United Kingdom,International schools,34000,20k+,"Private (EQT/Baring/CPPIB); revenue est. ~$2.3B, ~34,000 staff",World's largest premium international-schools group; UK-headquartered with schools across nearly every F1 host country — strong fit for a global family-audience partnership.,,L09b
Education & Upskilling,Cognita,cognita.com,United Kingdom,International schools,22000,20k+,"Owned by Jacobs Holding AG; ~22,000 staff across 100+ schools (6,000+ staff gate)",Premium global schools group whose affluent parent audience mirrors F1's paddock/hospitality demographic.,,L09b
Education & Upskilling,Inspired Education Group,inspirededu.com,United Kingdom,International schools,18000,6k-20k,"Owned by TA Associates; revenue est. ~£900M (~$1.1B), 120+ schools",Fast-growing premium schools group actively building international brand recognition to support continued M&A-driven expansion.,,L09b
Education & Upskilling,Globeducate,globeducate.com,Spain,International schools,7000,6k-20k,"Revenue $200-500M; 5,000-10,000 employees (Providence Equity-backed)","Pan-European/LatAm bilingual schools group; Spain, France and Italy are all F1 host markets where Globeducate has school clusters.",,L09b
Education & Upskilling,Laureate Education,laureate.net,United States,Higher-ed operator,10000,6k-20k,NASDAQ:LAUR; revenue ~$1.06B,"Publicly traded higher-ed network (Mexico/Peru) with an established marketing budget and a young, career-focused student base.",,L09b
Education & Upskilling,YDUQS,yduqs.com.br,Brazil,Higher-ed operator,20000,6k-20k,B3:YDUQ3; revenue ~R$5.5B (~$1.1B),One of Brazil's largest higher-ed groups; Brazil is a lapsed/target F1 market with strong motorsport heritage (Senna legacy) that resonates locally.,,L09b
Education & Upskilling,Cogna Educação,cogna.com.br,Brazil,Higher-ed / K-12 operator,25000,20k+,B3:COGN3 (formerly Kroton); revenue est. R$4B+ (~$800M),Brazil's largest education conglomerate spanning K-12 content to higher ed; scale and Brazilian motorsport culture support a national brand campaign.,,L09b
Education & Upskilling,Ânima Educação,animaeducacao.com.br,Brazil,Higher-ed operator,20000,6k-20k,B3:ANIM3; revenue est. R$3B+ (~$600M),Major Brazilian higher-ed group competing for premium-brand differentiation in a crowded market.,,L09b
Education & Upskilling,Ser Educacional,sereducacional.com,Brazil,Higher-ed operator,10000,6k-20k,B3:SEER3; revenue est. ~R$1.5B (~$280M),"Growing Brazilian higher-ed operator; sponsorship would support brand-building against larger scaled rivals (Cogna, YDUQS, Ânima).",,L09b
Education & Upskilling,Galileo Global Education,ggeedu.com,France,Higher-ed operator,15000,6k-20k,"Revenue ~$925.5M; 210,000+ students across 8 countries","Pan-European private higher-ed group headquartered in France, a cornerstone F1 market; creative/design/business schools skew toward F1's affluent, style-conscious audience.",,L09b
Education & Upskilling,Global University Systems,global-university-systems.com,United Kingdom,Higher-ed operator,8000,6k-20k,"Private; large multi-brand group (incl. University of Law, LSBF); revenue est. £600M-1B+","UK-based global higher-ed platform with 175,000+ students across F1-relevant markets (UK, Canada, UAE).",,L09b
Education & Upskilling,Perdoceo Education Corp,perdoceoeducation.com,United States,Higher-ed operator,3500,1k-5k,NASDAQ:PRDO; revenue ~$700M,"US online higher-ed operator (CTU, AIU) with strong balance sheet and marketing spend.",,L09b
Education & Upskilling,PowerSchool Holdings,powerschool.com,United States,K-12 technology,3000,1k-5k,Owned by Bain Capital; FY2023 revenue ~$720M,"Leading K-12 SaaS platform with a large installed base across F1 host markets (US, UK, Canada).",,L09b
Education & Upskilling,Renaissance Learning,renaissance.com,United States,K-12 edtech,2500,1k-5k,Owned by Hg/Francisco Partners; revenue est. $500M+,Global K-12 assessment/reading platform with strong balance sheet from PE ownership.,,L09b
Education & Upskilling,Curriculum Associates,curriculumassociates.com,United States,K-12 edtech,3000,1k-5k,Private; revenue est. $700M+ (i-Ready),"Fast-growing, well-capitalized US K-12 curriculum company looking to build national brand awareness.",,L09b
Education & Upskilling,Age of Learning,ageoflearning.com,United States,Kids' edtech,1200,1k-5k,Private; revenue est. $300M+ (ABCmouse),Leading early-learning consumer brand targeting parents — a segment F1 actively courts via family-oriented paddock experiences.,,L09b
Education & Upskilling,IXL Learning,ixl.com,United States,Kids' edtech / language,1500,1k-5k,"Private, profitable; est. revenue $250M+ (owns IXL, Rosetta Stone, Wyzant)","Bootstrapped, highly profitable multi-brand consumer learning platform with capacity for premium sponsorship investment.",yes,L09b
Education & Upskilling,IDP Education,idp.com,Australia,Study abroad / test prep,6000,5k-6k,ASX:IEL; revenue ~AUD 894M (~$580M),Global leader in international student placement and IELTS testing; Australia's F1 host status (Melbourne/Albert Park) gives a home-market activation angle.,,L09b
Education & Upskilling,Navitas,navitas.com,Australia,Higher-ed pathways,7000,6k-20k,"Owned by BGH Capital/CPPIB/BCI; revenue ~$983.8M, ~7,000 staff",Global university-pathway provider with operations across most F1 host countries; strong PE-backed balance sheet.,,L09b
Education & Upskilling,ApplyBoard,applyboard.com,Canada,Study abroad platform,1800,1k-5k,Raised $930M+ cumulative funding; reached C$4B valuation in 2021 Series D,Canada's best-funded edtech unicorn seeking global brand credibility as it scales into new source/destination markets.,,L09b
Education & Upskilling,Study Group,studygroup.com,United Kingdom,Study abroad / pathways,2500,1k-5k,Owned by Bridgepoint/Providence Equity; revenue est. ~£300M (~$380M),UK-based global pathway/study-abroad operator with a presence across major F1 host countries.,,L09b
Education & Upskilling,Houghton Mifflin Harcourt,hmhco.com,United States,K-12 publishing / edtech,3500,1k-5k,Acquired by Veritas Capital for $2.8B (2022); revenue est. ~$1.4B,Major US K-12 curriculum and edtech company with strong PE-backed capital for brand investment.,,L09b
Education & Upskilling,Scholastic Corporation,scholastic.com,United States,Kids' consumer education,6500,6k-20k,NASDAQ:SCHL; revenue ~$1.6B,Globally recognized children's education and publishing brand reaching families in every F1 market.,,L09b
Education & Upskilling,SABIS,sabis.net,Lebanon / United States,International schools,6500,6k-20k,"Global network of 70+ schools across 20+ countries, ~70,000 students (6,000+ staff gate)",Long-established international school network whose globally mobile families overlap with F1's international fanbase.,,L09b
Education & Upskilling,Arco Platform,arcoplatform.com,Brazil,K-12 curriculum / edtech,3000,1k-5k,NASDAQ:ARCE; revenue est. R$2.3B (~$450M),Leading Brazilian K-12 curriculum provider seeking premium brand positioning; taps into Brazil's strong motorsport culture.,,L09b
Education & Upskilling,Eleva Educação,elevaeducacao.com.br,Brazil,K-12 school group,15000,6k-20k,Backed by Carlyle/Vinci Partners; revenue est. R$3B+ (~$550M),"One of Brazil's largest private-school groups, well-capitalized via major PE sponsors.",,L09b
Education & Upskilling,Aldar Education,aldareducation.com,United Arab Emirates,International schools,4000,1k-5k,"Part of Aldar Properties (ADX:ALDAR), parent revenue $3B+",UAE school operator under a major Abu Dhabi conglomerate already active in the F1 host market ecosystem.,,L09b
Education & Upskilling,IU International University of Applied Sciences,iu.org,Germany,Online higher-ed,3000,1k-5k,Owned by Onex-backed IU Group; revenue est. €500M+ (2023),"Europe's largest private online university, headquartered in an F1 host country, targeting career-driven young adults.",,L09b
Education & Upskilling,Omnes Education,omneseducation.com,France,Higher-ed operator,2500,1k-5k,Private (formerly INSEEC U); revenue est. €300M+,French private higher-ed group in an F1 host market seeking to build a premium multinational brand.,,L09b
Education & Upskilling,China New Higher Education Group,cnhecg.com,China,Higher-ed operator,8000,6k-20k,HKEX:2001; revenue est. $250-300M,Growing Chinese private higher-ed operator with capital-markets access via its Hong Kong listing.,,L09b
Education & Upskilling,Chegg,chegg.com,United States,Consumer education / test prep,1200,1k-5k,NYSE:CHGG; FY2025 revenue $376.9M,Established US student-services brand (despite recent decline) still clears the revenue affordability bar; global marketing history makes it a plausible prospect.,,L09b
Education & Upskilling,Stride Inc,stride.com,United States,K-12 / career online learning,5000,1k-5k,NYSE:LRN; FY2024 revenue ~$2.1B,"Large, well-capitalized US online-education operator (K12.com) spanning K-12 through adult career learning.",,L09b
Education & Upskilling,Discovery Education,discoveryeducation.com,United States,K-12 digital content,1500,1k-5k,Division of Warner Bros. Discovery; parent revenue $38B+,Media-conglomerate-backed education brand with proven large-scale sponsorship experience via its parent's sports rights business.,,L09b
Education & Upskilling,Honoris United Universities,honoris.net,Morocco,Higher-ed operator (Pan-African),5000,1k-5k,Backed by Actis; cumulative PE investment reported $400M+,"Africa's largest private higher-ed network, positioned to leverage F1's growing footprint and interest across emerging markets.",,L09b
Education & Upskilling,Learneo (Course Hero),coursehero.com,United States,Consumer education platform,500,250-1k,Raised $457M Series in 2021 at $3.6B valuation (SoftBank-led); cumulative funding far exceeds $300M,"Well-funded US student-platform parent company (Course Hero, CliffsNotes, Symbolab) with capacity for a differentiated global brand play.",,L09b
"Jewelry, Fragrance & Resale",Cartier,cartier.com,Switzerland,Jewelry - Luxury Maison,"20,000+ (Richemont Jewellery Maisons)",6k-20k,Richemont Group FY revenue >CHF20B ($22B+); Cartier is Richemont's flagship maison,Global HNW audience overlap with F1 paddock/hospitality; Richemont sponsors polo/sailing/golf but not F1 - major white space,yes,L10a
"Jewelry, Fragrance & Resale",Van Cleef & Arpels,vancleefarpels.com,France,Jewelry - Luxury Maison,"5,000-10,000",6k-20k,Richemont Jewellery Maisons segment revenue >$6B/yr,High jewelry heritage brand seeking UHNW global exposure; parent has never activated in F1,yes,L10a
"Jewelry, Fragrance & Resale",Buccellati,buccellati.com,Italy,Jewelry - Luxury Maison,"1,000-2,000",1k-5k,Richemont-owned since 2019; backed by Richemont Group balance sheet,Italian heritage jeweler expanding globally; Monza GP + Ferrari tie-in natural fit,,L10a
"Jewelry, Fragrance & Resale",Piaget,piaget.com,Switzerland,Jewelry & Watches - Luxury Maison,"1,000-3,000",1k-5k,Richemont Specialist Watchmakers segment; parent revenue >$20B,High jewelry/watch maison with motorsport-adjacent heritage (Piaget Polo); could extend into F1,yes,L10a
"Jewelry, Fragrance & Resale",Boucheron,boucheron.com,France,Jewelry - Luxury Maison,"500-1,500",1k-5k,Kering Group revenue >EUR17B; part of Kering's jewelry expansion push,Kering actively building out its jewelry portfolio and seeking new global brand platforms,,L10a
"Jewelry, Fragrance & Resale",Pomellato,pomellato.com,Italy,Jewelry - Luxury Maison,"1,000-2,000",1k-5k,Kering-owned; Kering Group revenue >EUR17B,Growing Italian jewelry maison under Kering; Milan/Monza market fit,,L10a
"Jewelry, Fragrance & Resale",Dodo,dodo.it,Italy,Jewelry - Accessible Luxury,200-500,250-1k,Part of Pomellato Group/Kering,"Younger-skewing accessible jewelry brand; matches F1's younger, Drive to Survive-driven fanbase",,L10a
"Jewelry, Fragrance & Resale",Qeelin,qeelin.com,France,Jewelry - Luxury Maison,300-800,250-1k,Kering-owned; targets China/APAC luxury growth,Kering jewelry brand focused on Chinese consumers; China GP (Shanghai) direct audience match,,L10a
"Jewelry, Fragrance & Resale",Chopard,chopard.com,Switzerland,Jewelry & Watches - Luxury Maison,"3,000-5,000",1k-5k,"Private family-owned (Scheufele family); est. revenue >$1.5-2B; profitable with luxury-sponsorship history (Mille Miglia rally, Cannes)","Already sponsors Mille Miglia classic-car rally, proving motorsport sponsorship appetite; no current F1 presence",yes,L10a
"Jewelry, Fragrance & Resale",Graff,graff.com,United Kingdom,Jewelry - Luxury Maison,"1,000-2,000",1k-5k,"Private, profitable, ultra-high-end diamond jeweler with decades of luxury-market history",World's most exclusive diamond house; UHNW client base mirrors F1 paddock/VIP hospitality guests,yes,L10a
"Jewelry, Fragrance & Resale",Harry Winston,harrywinston.com,United States,Jewelry & Watches - Luxury Maison,"500-1,500",1k-5k,Swatch Group-owned (public); Group revenue >CHF6.7B,"Swatch Group has deep luxury-sponsorship history; Harry Winston is its top jewelry maison, unactivated in F1",yes,L10a
"Jewelry, Fragrance & Resale",Damiani Group,damiani.com,Italy,Jewelry - Luxury Group,"500-1,000",250-1k,"Public (Euronext Growth Milan); family-owned group spanning Damiani, Salvini, Bliss",Publicly listed Italian jewelry group actively growing international profile; Monza GP proximity,,L10a
"Jewelry, Fragrance & Resale",Georg Jensen,georgjensen.com,Denmark,Jewelry & Silverware - Luxury,"1,000-2,000",1k-5k,"Owned by Fung Group (Hong Kong), a large diversified retail conglomerate",Danish design heritage brand; deep-pocketed parent could fund a paddock activation,,L10a
"Jewelry, Fragrance & Resale",Mikimoto,mikimoto.com,Japan,Jewelry - Luxury Maison (Pearls),"1,500-3,000",1k-5k,"Private, 130+ years profitable, Japan's premier pearl jeweler",Iconic Japanese luxury house; Suzuka GP direct home-market tie-in,yes,L10a
"Jewelry, Fragrance & Resale",Tasaki,tasaki.co.jp,Japan,Jewelry - Luxury Maison,"500-1,000",250-1k,"Private-equity backed (MBK Partners), profitable Japanese jeweler",Growing international ambitions out of Japan; Suzuka GP audience fit,,L10a
"Jewelry, Fragrance & Resale",David Yurman,davidyurman.com,United States,Jewelry - Luxury Brand,"1,000-2,000",1k-5k,"Private, family-owned, est. revenue >$500M-$1B, decades of profitability",Leading American luxury jewelry brand; Austin/Miami/Las Vegas triple-GP US market presence,yes,L10a
"Jewelry, Fragrance & Resale",John Hardy,johnhardy.com,Indonesia,Jewelry - Luxury Brand,"500-1,000",250-1k,"Majority stake owned by Titan Company (Tata Group) since 2023, backed by Titan's $4.5B+ revenue and Tata Group scale",Titan-backed brand with global expansion mandate and deep parent sponsorship capacity,,L10a
"Jewelry, Fragrance & Resale",Kendra Scott,kendrascott.com,United States,Jewelry - Accessible Luxury,"2,000-4,000",1k-5k,"Private, PE-backed, valued >$1.8B, profitable, 100+ US stores",Fast-growing US fashion-jewelry brand with young affluent following; Miami/Austin/Vegas GP markets align with store footprint,,L10a
"Jewelry, Fragrance & Resale",Pandora,pandoragroup.com,Denmark,Jewelry - Global Retail / Lab-Grown,"30,000+",20k+,Public (Copenhagen: PNDORA); FY revenue >DKK31B (~$4.5B),"World's largest jewelry brand by volume, already 100% lab-grown-diamond; global retail footprint matches F1's 24-race calendar",,L10a
"Jewelry, Fragrance & Resale",Swarovski,swarovski.com,Austria,Jewelry & Crystal - Global Brand,"20,000+",6k-20k,"Private, family-owned (Swarovski family), revenue >EUR2.5B",Iconic crystal/jewelry house with global retail; sparkle branding suits F1 broadcast visuals,,L10a
"Jewelry, Fragrance & Resale",Signet Jewelers,signetjewelers.com,United States,Jewelry - Global Retail,"20,000+",6k-20k,"Public (NYSE: SIG); FY revenue >$6.7B; owns Kay, Zales, Jared, Blue Nile, James Allen",World's largest jewelry retailer by revenue with budget and brand portfolio for multi-team activation,,L10a
"Jewelry, Fragrance & Resale",Chow Tai Fook,chowtaifook.com,Hong Kong,Jewelry - Global Retail,"20,000+",6k-20k,Public (HKEX); FY revenue >HK$90B (~$11.5B),Largest jewelry retailer in Greater China; Shanghai GP direct market tie-in and huge retail scale,yes,L10a
"Jewelry, Fragrance & Resale",Chow Sang Sang,chowsangsang.com,Hong Kong,Jewelry - Retail Chain,"5,000-10,000",6k-20k,Public (HKEX); revenue >HK$25B,Established HK jewelry retailer expanding into mainland China; China GP audience fit,,L10a
"Jewelry, Fragrance & Resale",Luk Fook Holdings,lukfook.com.hk,Hong Kong,Jewelry - Retail Chain,"5,000-10,000",6k-20k,Public (HKEX); revenue >HK$15B,"Pan-Asia jewelry chain with 3,000+ stores; China/Singapore GP market overlap",,L10a
"Jewelry, Fragrance & Resale",Lao Feng Xiang,laofengxiang.com,China,Jewelry - Retail Chain,"6,000+",5k-6k,"Public (Shanghai-listed); revenue >RMB60B, one of China's largest jewelers",State-linked heritage Chinese jeweler with massive retail scale; Shanghai GP tie-in,,L10a
"Jewelry, Fragrance & Resale",Chow Tai Seng,ctsjewelry.com,China,Jewelry - Retail Chain,"6,000+ (franchise network)",5k-6k,Public (Shenzhen-listed); national franchise revenue >RMB15B,Rapidly growing Chinese jewelry retailer seeking premium global brand association,,L10a
"Jewelry, Fragrance & Resale",Titan Company (Tanishq),titancompany.in,India,Jewelry & Watches - Retail Group,"10,000+",6k-20k,"Public (Tata Group); FY revenue >$4.5B, backed by Tata Group (revenue >$165B)",Tata Group already engages global sports marketing; India's dominant jewelry brand with F1 growth ambitions,,L10a
"Jewelry, Fragrance & Resale",Kalyan Jewellers,kalyanjewellers.net,India,Jewelry - Retail Chain,"10,000+",6k-20k,Public (NSE/BSE); FY revenue >INR200B (~$2.4B),One of India's largest jewelry chains; celebrity-endorsement marketing model fits sponsorship activation,,L10a
"Jewelry, Fragrance & Resale",Malabar Gold & Diamonds,malabargoldanddiamonds.com,India,Jewelry - Retail Chain,"10,000+",6k-20k,"Private, revenue >$5B, one of world's largest jewelry retailers by revenue",Massive Gulf/India footprint; Abu Dhabi/Bahrain/Qatar GP tie-in plus India expansion story,,L10a
"Jewelry, Fragrance & Resale",Joyalukkas,joyalukkas.com,United Arab Emirates,Jewelry - Retail Chain,"6,000+",5k-6k,"Private, est. revenue >$2B, 160+ showrooms across 11 countries","Strong presence in Gulf GP markets (Abu Dhabi, Bahrain, Qatar); global expansion story",,L10a
"Jewelry, Fragrance & Resale",Senco Gold,sencogoldanddiamonds.com,India,Jewelry - Retail Chain,"2,000-4,000",1k-5k,"Public (NSE/BSE, 2023 IPO); revenue >INR40B (~$480M)","Newly public, growth-oriented Indian jeweler seeking brand elevation via global sports marketing",,L10a
"Jewelry, Fragrance & Resale",Damas Jewellery,damasjewellery.com,United Arab Emirates,Jewelry - Retail Chain,"1,000-3,000",1k-5k,"Owned by Mannai Corporation (Qatar, public, diversified group revenue >$2B)",Gulf jewelry chain backed by major Qatari conglomerate; Qatar/Abu Dhabi GP markets,,L10a
"Jewelry, Fragrance & Resale",L'azurde,lazurde.com,Saudi Arabia,Jewelry - Manufacturer/Retail,"1,000-2,000",1k-5k,Public (Tadawul); Saudi's largest gold jewelry manufacturer,Saudi Arabia hosts Jeddah GP; national jewelry champion aligned with Saudi sports-investment push,,L10a
"Jewelry, Fragrance & Resale",Watches of Switzerland Group,watchesofswitzerland.com,United Kingdom,Jewelry & Watch Retail,"3,000-5,000",1k-5k,Public (LSE: WOSG); FY revenue >GBP1.5B,"Major luxury watch/jewelry retailer (Mappin & Webb, Goldsmiths); Silverstone GP home market",,L10a
"Jewelry, Fragrance & Resale",Blue Nile,bluenile.com,United States,Jewelry - Online Retail,"500-1,000",250-1k,Private (Bain Capital-affiliated ownership); est. revenue >$500M,"Pioneer online diamond retailer; digital-first brand suits F1's young, digitally-engaged fanbase",,L10a
"Jewelry, Fragrance & Resale",Brilliant Earth,brilliantearth.com,United States,Jewelry - Lab-Grown/Ethical,"500-1,000",250-1k,Public (NASDAQ: BRLT); FY revenue >$400M,Publicly traded ethical/lab-grown diamond leader seeking mainstream visibility,,L10a
"Jewelry, Fragrance & Resale",Mejuri,mejuri.com,Canada,Jewelry - DTC Fine Jewelry,~700,250-1k,"Private, VC-backed (Index Ventures, Felix Capital); Clay-verified revenue $75-200M, ~700 employees","Fast-growing millennial/Gen-Z fine-jewelry DTC brand matches F1's younger fanbase, but affordability against $3.5M/yr is a stretch - best suited to a smaller-team or driver-level deal",,L10a
"Jewelry, Fragrance & Resale",Angara,angara.com,United States,Jewelry - Online Retail,"500-1,000",250-1k,"Private, profitable online fine-jewelry retailer, est. revenue $150-300M",Global online jewelry brand with international shipping reach matching F1's global audience,,L10a
"Jewelry, Fragrance & Resale",Diamond Foundry (VRAI),diamondfoundry.com,United States,Jewelry - Lab-Grown Diamonds,200-500,250-1k,"Private, raised $200M+ across funding rounds (incl. Leonardo DiCaprio, tech investors); Silicon Valley-backed lab-grown diamond pioneer",Sustainability-forward lab-grown diamond brand; F1's net-zero-by-2030 platform is a natural narrative fit,,L10a
"Jewelry, Fragrance & Resale",De Beers Group,debeersgroup.com,United Kingdom,Jewelry - Diamond Mining & Lab-Grown (Lightbox),"20,000+",6k-20k,"Anglo American subsidiary (in divestment process); historically >$5B revenue, decades of luxury/diamond marketing history",World's most storied diamond marketer with unmatched brand-building history; owns both natural (De Beers) and lab-grown (Lightbox) brands,,L10a
"Jewelry, Fragrance & Resale",The RealReal,therealreal.com,United States,Resale - Luxury Marketplace,"1,000-2,000",1k-5k,Public (NASDAQ: REAL); FY revenue >$500M,Largest US luxury resale platform incl. fine jewelry; appeals to F1's growing female/Gen-Z fanbase interested in sustainable luxury,yes,L10a
"Jewelry, Fragrance & Resale",Vestiaire Collective,vestiairecollective.com,France,Resale - Luxury Marketplace,~700,250-1k,"Private; raised >$700M cumulative (Kering, SoftBank, Tiger Global, Eurazeo); Clay-verified revenue $75-200M",Leading European luxury resale platform; Kering-backed cap table gives balance-sheet depth beyond standalone revenue,,L10a
"Jewelry, Fragrance & Resale",1stDibs,1stdibs.com,United States,Resale - Luxury Marketplace,300-600,250-1k,Public (NASDAQ: DIBS); revenue >$130M,Premier online marketplace for vintage luxury jewelry/watches; upscale collector audience overlaps F1 hospitality guests,,L10a
"Jewelry, Fragrance & Resale",Rebag,rebag.com,United States,Resale - Luxury Handbags/Jewelry,300-600,250-1k,"Private, VC-backed, cumulative raise >$100M; tech-enabled authentication platform (Clair AI)",Fast-growing luxury resale brand; smaller-scale activation candidate given funding is below the $150M/24mo bar,,L10a
"Jewelry, Fragrance & Resale",Fashionphile,fashionphile.com,United States,Resale - Luxury Marketplace,"500-1,000",250-1k,"Owned by Neiman Marcus Group (private, parent revenue >$5B)",Backed by Neiman Marcus Group's balance sheet; luxury resale leader for handbags/jewelry,,L10a
"Jewelry, Fragrance & Resale",Interparfums Inc.,interparfums.com,United States,Fragrance - Licensing Group,"500-1,000",250-1k,"Public (NASDAQ: IPAR); FY revenue >$800M; licenses Montblanc, Jimmy Choo, Coach, Guess fragrances",Major prestige fragrance licensing house with dozens of brand partnerships; natural multi-brand F1 activation vehicle,,L10a
"Jewelry, Fragrance & Resale",Coty Inc.,coty.com,United States,Fragrance & Beauty - Global Group,"8,000-10,000",6k-20k,"Public (NYSE: COTY); FY revenue >$5B; owns Gucci Beauty (license), Calvin Klein, Hugo Boss, Chloe fragrances, Burberry Beauty",One of world's largest fragrance houses with global reach and prior sports-marketing experience,yes,L10a
"Jewelry, Fragrance & Resale",Estee Lauder Companies,elcompanies.com,United States,Fragrance & Beauty - Global Group,"60,000+",20k+,"Public (NYSE: EL); FY revenue >$15B; owns Jo Malone, Le Labo, Frederic Malle, Tom Ford Beauty, By Kilian",Global beauty/fragrance giant with prestige niche-fragrance portfolio and budget for major sports platforms,yes,L10a
"Jewelry, Fragrance & Resale",Clarins Fragrance Group,clarinsfragrancegroup.com,France,Fragrance - Private Group,"1,000-2,000",1k-5k,Private (Courtin-Clarins family); parent Clarins Group revenue >EUR1.5B; owns Mugler and Azzaro fragrances,"Profitable, family-owned French beauty group with iconic fragrance brands (Alien, Angel) seeking younger audience",,L10a
"Jewelry, Fragrance & Resale",Parfums de Marly,parfums-de-marly.com,France,Fragrance - Niche/Prestige,200-500,250-1k,"Private (founder Julien Sprecher); rapid growth, est. revenue $200-400M, profitable independent house",Fast-scaling niche prestige fragrance brand with equestrian/royal heritage branding; motorsport aesthetic fits opulent positioning,yes,L10a
"Jewelry, Fragrance & Resale",Amouage,amouage.com,Oman,Fragrance - Niche/Prestige,"500-1,000",250-1k,Backed by Omani state-linked investment (Renaissance Services); profitable luxury fragrance house since 1983,Middle East's premier luxury fragrance house; Bahrain/Abu Dhabi/Qatar GP markets are core territory,yes,L10a
"Jewelry, Fragrance & Resale",Ajmal Perfumes,ajmalperfume.com,United Arab Emirates,Fragrance - Regional Prestige,"3,000-5,000",1k-5k,"Private, family-owned, large UAE-based fragrance house with 200+ stores across Middle East/Asia","Leading Gulf fragrance house; UAE hosts Abu Dhabi GP, direct home-market opportunity",,L10a
"Jewelry, Fragrance & Resale",Arabian Oud,arabianoud.com,Saudi Arabia,Fragrance - Regional Prestige,"6,000+",5k-6k,"Private, one of the largest fragrance retail chains globally (900+ stores)",Saudi Arabia hosts Jeddah GP; massive retail scale and government-aligned growth ambitions,,L10a
"Jewelry, Fragrance & Resale",Lattafa Perfumes,lattafa.com,United Arab Emirates,Fragrance - Mass-Prestige,"1,000-3,000",1k-5k,"Private, among fastest-growing global fragrance exporters, est. revenue >$300-500M",Rapidly globalizing UAE fragrance house with viral social-media marketing; young audience fit with F1's growth demo,,L10a
