tab_priority,sector_tab,rank,priority_score,tier,company,domain,hq_country,subsector,sells (what & to whom),employees_est,valuation (date),crossed $1B,latest round,revenue evidence,f1_risk,why_f1 / angle,verify flags
4,Energy & Climate,30,14,Tier 1,Atlas Renewable Energy,atlasrenewableenergy.com,Chile,Renewables & Developers,Utility-scale solar and wind power generation across Latin America,~350 (est),"~$3-4B (est, based on 2023 GIP acquisition of Actis's majority stake)",,"Majority stake acquisition by GIP, 2023","revenue-generating - multi-GW contracted solar/wind portfolio across Brazil, Chile, Mexico, Uruguay",low,"Leading LatAm renewables platform, fits Brazil/Mexico GP calendar and Net Zero 2030 LatAm sourcing",['valuation is estimate - deal value not officially disclosed']; f1-risk note
4,Energy & Climate,31,14,Tier 2,Generate Capital,generatecapital.com,USA,Renewables & Developers,"Sustainable infrastructure ownership/financing platform (solar, storage, EV charging, water, waste-to-value assets)",~650 (est),~$2B+ (unicorn since 2021 SoftBank-backed round),,"Growth equity, 2021 (SoftBank Vision Fund 2 and others)",revenue-generating - owns/operates cash-flowing infrastructure assets across multiple sectors,low,"Infrastructure-financing platform for decentralized clean energy assets, fits Net Zero 2030 capital-partner narrative",['valuation stale (2021) - est']; f1-risk note
4,Energy & Climate,32,14,Tier 3,Monolith Materials,monolithmaterials.com,USA,Hydrogen & Fuels,Clean hydrogen and carbon black produced via methane pyrolysis (no CO2 combustion byproduct),~350 (est),"~$1B+ (est, based on cumulative funding and Olive Creek facility scale)",,"Series D-equivalent growth funding, 2023-24 (backing incl. NEA, Warburg Pincus, DOE loan guarantee)",revenue-generating - commercial carbon black sales; hydrogen offtake in ramp-up,low,Clean hydrogen production tech relevant to F1's hydrogen/synthetic-fuel logistics research ahead of 2026 fuel era,['valuation is estimate - no single disclosed equity figure found']; f1-risk note
4,Energy & Climate,33,11,Tier 3,StoreDot,store-dot.com,Israel,Batteries & Grid,Extreme fast-charging (XFC) silicon-dominant EV battery cell technology,~250 (est),"~$1.4B (est, last confirmed 2021 Series D)",,"Series D, 2021 (~$130M); strategic investment from VinFast 2024","revenue unproven - pre-commercial cell production, pilot lines only",moderate,5-minute EV charging tech is a direct fast-charging/hybrid-energy story for F1's 2026 power-unit and sustainability messaging,"['BP Ventures is a minority investor (not parent/subsidiary) - flag for F1-conflict review', 'valuation stale (2021) - est']; f1-risk note; revenue unproven"
4,Energy & Climate,34,9,Tier 3,Our Next Energy (ONE),one.ai,USA,Batteries & Grid,"LFP and dual-chemistry EV battery packs, stationary storage systems","~250 (est, after 2024-25 layoffs)",~$1.2B (2023 Series B; unconfirmed since),,"Series B, 2023 (~$300M, sovereign-wealth participation)",revenue unproven at scale - Michigan gigafactory construction paused/scaled back 2024-25,low,"Long-range/dual-chemistry battery IP relevant to hybrid PU energy-density narrative, but financial position weak","['distressed risk - reported 2024-25 layoffs and factory delays, verify current solvency before outreach', 'domain unverified - confirm before use', 'valuation stale (2023) - est']; f1-risk note; valuation provisional; revenue unproven"
4,Energy & Climate,35,8,Tier 3,Mainstream Renewable Power,mainstreamrp.com,Ireland,Renewables & Developers,"Wind and solar project development, majority-owned by Aker Horizons",~400 (est),"~$1.5B+ (est, implied by Aker's 2021 majority-stake purchase price)",,"Aker Horizons majority acquisition, 2021 (~€922M for full enterprise implied)","revenue unproven at parent-company level - development-stage pipeline model, some operating assets in Chile/South Africa",low,Emerging-market wind/solar developer fits Net Zero 2030 supply-side sourcing narrative,"['valuation stale (2021 deal basis) - est', 'Ocean Winds JV affiliate includes Engie (utility) - review for adjacency']; f1-risk note; revenue unproven"
5,Industrial & Mobility,1,58,crossed 2025-26,Sharpa,sharpa.ai (est),Singapore,Mobility & Autonomy,Robots designed to operate autonomously in real-world/outdoor physical environments,180 (est),$3.3B,August 2026,$669M funding,revenue unproven,none identified,Singapore robotics company; no F1/auto exposure found,revenue unproven
5,Industrial & Mobility,2,40,crossed 2025-26,Advanced Manufacturing Company of America,amca-us.com (est),USA,Manufacturing & Materials,Contract manufacturer of precision defense and aerospace parts,400 (est),$1.1B,May 2026,$300M Series B (Caffeinated Capital),"revenue unproven (private, defense-parts backlog cited but not disclosed)",none identified,Defense/aerospace parts manufacturer; no motorsport supply relationship found,revenue unproven
5,Industrial & Mobility,3,39,crossed 2025-26,Mahindra Last Mile Mobility,mahindralastmile.com (est),India,Mobility & Autonomy,Electric three-wheeler and last-mile EV manufacturing (Mahindra Group EV subsidiary),"1,200 (est)","~$1.3B (INR 10,822 crore) (est, FX-based)",July 2026,~INR 322 crore funding round,"Operating EV manufacturer with existing commercial sales (revenue evidence: established EV product line, exact figures unproven)",medium - parent-linkage check needed,"Parent Mahindra Group has past motorsport involvement (Formula E via Mahindra Racing, since exited); no current F1 tie, but sponsorship team should verify no residual conflict before outreach given Mahindra brand's motorsport history",f1-risk note; revenue unproven
5,Industrial & Mobility,4,35,crossed 2025-26,Porter,porter.in,India,Logistics & Supply Chain,"Last-mile delivery, intra-city logistics and mini-truck/vehicle booking platform for businesses",900 (est),$1.2B,2025,"$200M round (Kedaara Capital, Wellington Management, Tiger Global, Sequoia)",Established multi-city operating logistics business; exact revenue unproven publicly,none identified,India intra-city logistics platform; no F1 ties found,revenue unproven
5,Industrial & Mobility,5,35,Tier 2,Zetwerk,zetwerk.com,India,Manufacturing & Materials,"Manufacturing-as-a-service marketplace connecting brands to a vetted network of contract manufacturers (metal fab, electronics, apparel)","3,000+ (est)",$2.7B (2023 round),,"Series F, 2023",Reported ~$1B+ annual revenue run-rate in Indian press (FY23-24 filings); asset-light marketplace margins,low,No known F1 ties; India industrial manufacturing marketplace,"['revenue figures from local press/regulatory filings, not independently verified']; f1-risk note"
5,Industrial & Mobility,6,34,crossed 2025-26,Nearfield Instruments,nearfieldinstruments.com,Netherlands,Manufacturing & Materials,Metrology instruments (atomic force microscopy-based) for semiconductor fab process control,180 (est),$1.6B,June 2026,growth round (amount undisclosed in source),revenue unproven; sells into leading-edge fabs (ASML-ecosystem supplier reputation),none identified,Semiconductor metrology tool maker; no automotive/motorsport exposure found,revenue unproven
5,Industrial & Mobility,7,34,crossed 2025-26,SendCutSend,sendcutsend.com,USA,Manufacturing & Materials,"On-demand custom sheet metal, CNC and waterjet fabrication marketplace (laser cutting, CNC machining, finishing) for makers and Fortune 500 manufacturers",250 (est),$1B,May 2026,"$110M Series A (Paradigm, Sequoia)",Profitable/high-growth per founders; total raised only ~$123M pre-unicorn implying strong revenue base (exact figures unproven),none identified,"US industrial fabrication marketplace with no motorsport, auto-OEM or F1 sponsorship ties found",revenue unproven
5,Industrial & Mobility,8,29,crossed 2025-26,Agrovision,agrovision.com (est),USA,AgTech & FoodTech,"Grower, packer, shipper and marketer of superfruits (cherries, berries) using proprietary genetics and data analytics","800 (est, seasonal ag workforce)",$1B,2025 (approx.),$100M round,Operating agribusiness with commercial fruit sales; exact revenue unproven publicly,none identified,US fruit agribusiness; no F1/auto ties found,revenue unproven
5,Industrial & Mobility,9,29,crossed 2025-26,Halter,halterhq.com,New Zealand,AgTech & FoodTech,"Solar-powered smart livestock collars enabling virtual fencing, herd movement, and health/heat monitoring for dairy and beef farms",700 (est),$1B+,2025,"growth round (Blackbird, DST Global reported)","Thousands of paying farms across NZ, Australia, US reported; exact revenue unproven",none identified,Agtech livestock-hardware company; no motorsport ties found,revenue unproven
5,Industrial & Mobility,10,29,crossed 2025-26,Jumbotail,jumbotail.com,India,AgTech & FoodTech,B2B food and grocery marketplace digitizing procurement for small kirana/corner retailers,600 (est),$1B,2025,growth round,GMV-based marketplace with disclosed retailer network; exact revenue unproven,none identified,India B2B food marketplace; no F1 ties found,revenue unproven
5,Industrial & Mobility,11,29,Tier 2,Motive (formerly KeepTruckin),gomotive.com,United States,Logistics & Supply Chain,"Fleet management platform: ELD compliance, AI dashcams, telematics and fuel-management for trucking fleets","1,500+ (est)",$2.85B (2022 round; stale),,"Series F, 2022",Reported >$500M ARR in company/press statements (unaudited),low,No known F1 ties,"['stale valuation (2022)', 'no publicly confirmed newer round']; f1-risk note"
5,Industrial & Mobility,12,29,crossed 2025-26,Nominal,nominal.io,USA,Manufacturing & Materials,"Software platform (Nominal Core/Connect) for hardware test data capture and analysis used by aerospace, defense and industrial engineering teams",150 (est),$1B,March 2026,"$115M Series B (Founders Fund, Sequoia)","revenue unproven; customers include Anduril, Regent, Hermeus, Scout AI",low,"Hardware-testing software vendor to aerospace/defense primes; no F1 team or auto-OEM customer disclosed, but adjacent to motorsport-relevant telemetry/test tooling space worth re-checking before outreach",f1-risk note; revenue unproven
5,Industrial & Mobility,13,26,crossed 2025-26,Fruitist,fruitist.com,USA,AgTech & FoodTech,Premium fresh-fruit brand (blueberries) using proprietary varietals and data-driven agriculture for quality/shelf-life,300 (est),$1B,2025,growth round,National US retail distribution (major grocery chains) reported; exact revenue unproven,none identified,Consumer fruit/agtech brand; no F1 ties found,revenue unproven
5,Industrial & Mobility,14,24,Tier 3,Ather Energy,atherenergy.com,India,Mobility & Autonomy,Electric two-wheeler (scooter) manufacturer with proprietary battery packs and charging network,"3,500+ (est)","~$1.5-2.5B (public, NSE-listed since 2025, est., verify current)",,Public (IPO 2025),Public filings show growing revenue; historically loss-making with narrowing losses,low,No known F1 ties,"['recently listed, market cap still finding level - verify current figure']; f1-risk note"
5,Industrial & Mobility,15,24,Tier 3,Euler Motors,eulermotors.com,India,Mobility & Autonomy,Electric commercial vehicle (three-wheeler cargo/light-duty) manufacturer,600+ (est),"~$1B (2025 round, est.)",,"Series D-equivalent, 2025 (est.)","Reported revenue growth in Indian press; commercial fleet sales ramping, profitability unconfirmed",low,No known F1 ties,"['recently crossed unicorn status - valuation and round details should be re-verified', 'revenue evidence largely press-sourced']; f1-risk note"
5,Industrial & Mobility,16,21,Tier 3,Gatik,gatik.ai,United States,Mobility & Autonomy,Autonomous middle-mile box-truck delivery for B2B short-haul routes (retail/grocery replenishment),300+ (est),"~$1.1B (2025 round, est.)",,"Series D-equivalent, 2025 (est.)","Commercial deployments with named retail partners (e.g., Walmart, Kroger, Tyson); revenue scale not disclosed",low,No known F1 ties,"['valuation is an estimate; verify against latest funding announcement', 'revenue evidence is deployment-based, not disclosed financials']; f1-risk note"
5,Industrial & Mobility,17,20,Tier 3,BlackBuck (Zinka Logistics),blackbuck.com,India,Logistics & Supply Chain,"Digital trucking marketplace connecting shippers with truck fleet owners/drivers, plus fleet fintech (fuel cards, financing)","1,200 (est)","~$1.0-1.3B (public, NSE-listed since Nov 2024; market cap est., verify current)",,"IPO, Nov 2024",Public filings show revenue but historical losses; improving toward profitability per FY25 filings,low,No known F1 ties,"['small-mid cap public, market cap volatile post-IPO', 'verify current market cap before outreach']; f1-risk note"
5,Industrial & Mobility,18,20,Tier 2,Ola Electric,olaelectric.com,India,Mobility & Autonomy,Electric two-wheeler (scooter) manufacturer and battery/cell R&D,"5,000+ (est)","~$2-3B (public, NSE-listed since Aug 2024; highly volatile, verify current market cap)",,Public (IPO 2024),Public financials; revenue-generating but reported large losses and market-share decline in FY25,low,No known F1 ties,"['stock down sharply since IPO on quality/service complaints and market-share loss', 'governance/founder controversy reported in Indian press 2025', 'verify current market cap before outreach']; f1-risk note"
5,Industrial & Mobility,19,20,Tier 3,Shadowfax,shadowfax.in,India,Logistics & Supply Chain,Hyperlocal and last-mile delivery logistics network for e-commerce and quick-commerce,"1,000+ (est)","~$1.2B (2024 pre-IPO round, est.)",,"Pre-IPO round, 2024 (est.)",Filed for IPO in India (DRHP); revenue disclosed in filing but scale modest relative to peers,low,No known F1 ties,"['valuation is an estimate pending confirmed IPO pricing', 'verify current status']; f1-risk note"
5,Industrial & Mobility,20,20,Tier 3,ZongMu Technology,zongmutech.com,China,Mobility & Autonomy,ADAS/autonomous-driving software and hardware systems supplied to Chinese and global automakers,"1,200+ (est)","~$1-2B (public, HKEX-listed since Jan 2024; small-mid cap, est., verify current)",,Public (IPO Jan 2024),"Public filings show OEM-sourced revenue; historically loss-making, narrowing losses per filings",medium,"No direct F1 tie, but China ADAS/autonomy supplier space carries elevated geopolitical scrutiny; recommend compliance review","['China-based tech supplier - flagged for extra sanctions/geopolitical screening even though not on any known military list', 'small-mid cap, verify current market cap']; f1-risk note"
5,Industrial & Mobility,21,18,Tier 1,Huolala,huolala.cn,China (HK-domiciled),Logistics & Supply Chain,On-demand intra-city trucking/moving marketplace app connecting shippers with truck drivers,"5,000+ (est)","$10B (last confirmed round 2021; stale, repeated IPO attempts since)",,"Series E, 2021",Profitable per company statements pre-IPO filing; revenue not independently disclosed,low,No known F1/motorsport sponsorship history or auto-OEM ownership ties,"['stale valuation (2021)', 'no confirmed IPO despite multiple HKEX filings', 'China consumer-facing logistics app, not military/state-linked']; f1-risk note"
5,Industrial & Mobility,22,18,Tier 1,Lalamove,lalamove.com,Hong Kong,Logistics & Supply Chain,"On-demand delivery and logistics platform (last-mile, van/truck dispatch) across Asia and Latin America","3,000+ (est)",$10B (2021 round; stale),,"Series F, 2021",Revenue growth claimed by company in press; not independently audited/disclosed,low,No known F1 ties,"['stale valuation (2021)', 'repeated shelved IPO plans']; f1-risk note"
5,Industrial & Mobility,23,17,Tier 2,Delhivery,delhivery.com,India,Logistics & Supply Chain,"Third-party logistics (3PL): express parcel, freight, warehousing and supply-chain software for e-commerce","60,000+ (incl. gig/contract network, est.)","~$3-4B (public, NSE-listed; market cap volatile since 2022 IPO, verify current)",,Public (IPO 2022),Public financials; revenue-generating with path to profitability disclosed in quarterly filings,low,No known F1 ties,"['market cap has swung between ~$2B and ~$5B since IPO; treat valuation as a snapshot, verify current']; f1-risk note"
5,Industrial & Mobility,24,17,Tier 3,Enovix Corporation,enovix.com,United States,Manufacturing & Materials,"Silicon-anode lithium-ion battery manufacturer (consumer electronics now, EV/defense-adjacent roadmap)",700+ (est),"~$1.5-2.5B (public, Nasdaq: ENVX; market cap volatile, verify current)",,Public (de-SPAC 2021),"Public financials; early commercial revenue ramping from consumer-electronics battery contracts, not yet profitable",low,No known F1 ties,"['revenue still ramping/small relative to valuation - flag as early commercialization stage', 'market cap swings materially on production-yield news, verify current']; f1-risk note"
5,Industrial & Mobility,25,17,Tier 3,Xpressbees,xpressbees.com,India,Logistics & Supply Chain,E-commerce logistics and last-mile delivery network across India,"2,500+ (est)",$1.2B (2023 round),,"Series G-equivalent, 2023",Reported revenue growth in Indian business press; profitability claims unverified independently,low,No known F1 ties,"['valuation from 2023, verify current status ahead of any planned IPO']; f1-risk note"
5,Industrial & Mobility,26,16,Tier 3,Ola Consumer (ANI Technologies),olacabs.com,India,Mobility & Autonomy,"Ride-hailing and mobility app (cabs, autos, bikes) in India","2,000+ (est)","Disputed/declining - peak $7.3B (2021), recent secondary/internal marks reported materially lower (~$2-3B, unconfirmed)",,"Series J, 2021 (last primary confirmed); valuation since disputed",Revenue disclosed in regulatory filings but persistent losses; competitive pressure from Uber/Rapido/inDrive,low,No known F1 ties,"['valuation highly uncertain/likely marked down significantly from peak', 'treat as high financial-health risk pending verification', 'distinct entity from listed Ola Electric']; f1-risk note; valuation provisional"
5,Industrial & Mobility,27,14,Tier 2,Apeel Sciences,apeel.com,United States,AgTech & FoodTech,Plant-derived produce coating extending shelf life of fresh fruits/vegetables for retailers and growers,"500+ (est, post-2023 layoffs)",$2B (2020 round; stale),,"Series E, 2020",Commercial deployment with major retailers/growers; revenue scale not public,low,No known F1 ties,"['stale valuation (2020)', 'reported layoffs (~33%) in 2023']; f1-risk note"
5,Industrial & Mobility,28,14,Tier 3,Eat Just / GOOD Meat,ju.st,United States,AgTech & FoodTech,"Plant-based egg substitute (Just Egg) and cultivated meat (GOOD Meat, approved in US/Singapore)",200+ (est),~$1.2B (self-reported; contested),,Series F (undisclosed date/terms),Just Egg has real retail revenue; GOOD Meat commercial revenue minimal/unproven,low,No known F1 ties,"['significant financial-health concerns reported in press: unpaid vendor debts, lawsuits, cash-flow strain 2023-24 - high scrutiny warranted before outreach', 'valuation figure is company-reported and contested by reporting outlets']; f1-risk note; revenue unproven"
5,Industrial & Mobility,29,14,Tier 2,Forto,forto.com,Germany,Logistics & Supply Chain,"Digital freight forwarding platform (ocean, air, rail, road) with shipment visibility software","700 (est, down from ~1,000 after 2023 layoffs)",$2.1B (2022 round; stale),,"Series E, 2022",Revenue unproven publicly; reported headcount cuts (~20%) in 2023 amid freight downturn,low,No known F1 ties,"['stale valuation (2022)', '2023 layoffs signal margin pressure in freight-forwarding downturn']; f1-risk note; revenue unproven"
5,Industrial & Mobility,30,14,Tier 3,Loggi,loggi.com,Brazil,Logistics & Supply Chain,Delivery logistics network and platform for e-commerce shipping across Brazil,"2,000+ (est)",~$2B peak (2021); reported markdowns/internal down-round signals since,,"Series F, 2021 (last confirmed)",Revenue unproven publicly; press reports of margin pressure and restructuring 2023-24,low,No known F1 ties,"['valuation likely stale/marked down', 'financial-health signals warrant verification before outreach']; f1-risk note; revenue unproven"
5,Industrial & Mobility,31,14,Tier 2,Rimac Group,rimac-automobili.com,Croatia,Manufacturing & Materials,"High-performance EV powertrain, battery-pack and drivetrain technology supplier to automakers, plus in-house hypercar manufacturing (Rimac Nevera) and Bugatti Rimac JV","2,500+ (est, across Rimac Group and Bugatti Rimac)",$2.2B (2022 round; stale),,"Series D, 2022 (Softbank/Hyundai/Porsche-backed)",B2B powertrain supply contracts with multiple automakers disclosed; overall revenue not fully public,low,Supplies EV tech to Formula E (not F1) and various automakers; no known direct F1 team/sponsorship relationship,"['stale valuation (2022)', 'Porsche is a minority investor - Porsche has no current F1 team (engine supply to Red Bull Powertrains is Ford-branded), low but non-zero motorsport-adjacency to flag for compliance']; f1-risk note"
5,Industrial & Mobility,32,11,Tier 3,Captain Fresh,captainfresh.com,India,AgTech & FoodTech,B2B seafood and animal-protein supply-chain platform connecting producers to global buyers,500+ (est),$1.65B (2022 round; stale),,"Series D, 2022","Reported strong revenue growth in Indian press (asset-light trading model); margins thin, unverified",low,No known F1 ties,"['stale valuation (2022)', 'asset-light trading revenue may overstate underlying margin quality']; f1-risk note"
5,Industrial & Mobility,33,11,Tier 3,Flash Express (Flash Group),flashexpress.com,Thailand,Logistics & Supply Chain,"Parcel delivery and logistics network across Southeast Asia (Thailand, Philippines, Indonesia)","30,000+ (incl. delivery network, est.)",$1.8B (2021 round; stale),,"Series E, 2021",Revenue unproven publicly,low,No known F1 ties,"['stale valuation (2021)', 'verify current status ahead of any IPO']; f1-risk note; revenue unproven"
5,Industrial & Mobility,34,11,Tier 3,Ninja Van,ninjavan.co,Singapore,Logistics & Supply Chain,Last-mile and cross-border logistics/parcel delivery across Southeast Asia,"8,000+ (est)",$1B+ (2021 round; stale),,"Series E, 2021",Revenue unproven publicly; reported historical losses amid SEA logistics price competition,low,No known F1 ties,"['stale valuation (2021)', 'no confirmed funding round since; verify current status']; f1-risk note; revenue unproven"
5,Industrial & Mobility,35,11,Tier 3,Rebel Foods,rebelfoods.com,India,AgTech & FoodTech,Cloud-kitchen operator running multiple delivery-only restaurant brands via proprietary kitchen-tech platform,"3,500+ (est)",$1.4B (2022 round; stale),,"Series G, 2022","Revenue disclosed in Indian regulatory filings; historically loss-making, path to profitability claimed",low,No known F1 ties,"['restaurant/food-service operator rather than pure agtech/manufacturing - borderline sector fit, included under foodtech', 'stale valuation (2022)']; f1-risk note"
5,Industrial & Mobility,36,8,Tier 3,Built Technologies,getbuilt.com,United States,Manufacturing & Materials,"Construction-finance software: draw management and payment platform connecting lenders, builders and subcontractors",300+ (est),$1.5B (2022 round; stale),,"Series D, 2022",SaaS/fintech transaction-fee revenue disclosed as growing; net revenue scale not public,low,No known F1 ties,"['stale valuation (2022)', 'construction-tech fintech, not pure manufacturing - included as closest-fit tab']; f1-risk note"
5,Industrial & Mobility,37,8,Tier 3,Flock Freight,flockfreight.com,United States,Logistics & Supply Chain,Shared/pooled truckload freight-matching platform reducing partial-load waste,400 (est),$1.3B (2022 round; stale),,"Series E, 2022",Revenue unproven publicly,low,No known F1 ties,"['stale valuation (2022)', 'no round since 2022 amid freight-tech funding slowdown']; f1-risk note; revenue unproven"
5,Industrial & Mobility,38,8,Tier 3,Nature's Fynd,naturesfynd.com,United States,AgTech & FoodTech,Fermentation-derived alternative protein (Fy protein) for dairy-alternative and meat-alternative products,"150+ (est, post-layoffs; below 51 threshold risk - flagged)",~$1B (2021 round; stale),,"Series C, 2021",Revenue unproven at scale; reported significant layoffs and strategic pivot in 2023,low,No known F1 ties,"['headcount may have fallen near/below 51 threshold after 2023 layoffs - verify current headcount', 'valuation stale and likely marked down', 'revenue unproven']; f1-risk note; revenue unproven"
5,Industrial & Mobility,39,8,Tier 3,ProducePay,producepay.com,United States,AgTech & FoodTech,"Fintech and marketplace platform for fresh-produce growers/buyers (trade financing, supply-chain data)",300+ (est),~$1.5B (2022 round),,"Series D, 2022","Revenue unproven publicly; fintech-style transaction volume disclosed, not net revenue",low,No known F1 ties,"['stale valuation (2022)', 'no confirmed newer round']; f1-risk note; revenue unproven"
5,Industrial & Mobility,40,8,Tier 3,UPSIDE Foods,upsidefoods.com,United States,AgTech & FoodTech,"Cultivated (lab-grown) meat manufacturer, USDA/FDA-approved for US sale",200+ (est),~$1B (2022 round; stale),,"Series C, 2022",Revenue unproven - minimal commercial sales despite regulatory approval; limited restaurant pilots only,low,No known F1 ties,"['revenue unproven - pre-scale commercialization', 'valuation stale (2022), sector-wide cultivated-meat funding has cooled sharply']; f1-risk note; revenue unproven"
6,Fintech & Digital Assets,1,42,crossed 2025-26,Barq,barq.sa (est),Saudi Arabia,Fintech Crossers,Digital payments and mobile wallet platform for consumers and merchants in Saudi Arabia,400 (est),$1.85B,September 2026,"Series A, $329.5M (Noon Investments, Sohar International Bank, M20 Fund)",revenue unproven publicly; company cites SR440B+ in processed transaction volume and 15M users as traction proxy,low-medium,Uses Mastercard/UnionPay network rails as a standard card-issuing partner (not an ownership/parent relationship); Saudi Arabia hosts the Jeddah F1 race but Barq itself has no direct or state-linked F1 sponsorship identified,f1-risk note; revenue unproven
6,Fintech & Digital Assets,2,39,established unicorn,Bitmain Technologies,bitmain.com,China,Digital Assets & Stablecoins,ASIC crypto-mining hardware (Antminer) and mining infrastructure/pools,"1,000+ (est)","~$12B (est, self-reported/disputed; no recent priced external round)",,No recent institutional round; internal ownership dispute (Jihan Wu vs Micree Zhan) historically,"Real hardware-sales revenue (multi-billion $ historically), highly cyclical with BTC price/mining economics",medium,"No F1 tie, but China HQ + hardware export exposure warrants extra compliance diligence","['valuation unclear/self-reported - treat as est', 'China-based; check export-control/sanctions screening before outreach', 'not sanctioned or state-owned per available info']; f1-risk note"
6,Fintech & Digital Assets,3,39,crossed 2025-26,Tempo,tempo.xyz,United States,Digital Assets & Stablecoins,"Stablecoin-native, Ethereum-compatible Layer-1 payments blockchain built for high-throughput enterprise settlement","45 (est, below 51 -- flagged; offset by valuation well above $2B)",$5B,October 2025,"Series A, $500M (led by Thrive Capital and Greenoaks; incubated by Stripe and Paradigm)","revenue unproven -- pre-mainnet/early network with design partners including Shopify, Visa, Deutsche Bank; no transaction/revenue figures disclosed",low,"Backers (Thrive Capital, Greenoaks, Sequoia, Ribbit) and incubators (Stripe, Paradigm) have no known F1 team or series sponsorship",f1-risk note; revenue unproven
6,Fintech & Digital Assets,4,36,crossed 2025-26,Ominimo,ominimo.com,Hungary/Serbia,Insurtech,AI- and data-driven motor (car) insurance underwriting and distribution,130,$1.6B (€1.4B),July 2026,"Series B, €20.1M/€22.5M (led by EBRD venture arm; Zurich Insurance as strategic minority shareholder)","Strong evidence: profitable; annualized gross written premium run-rate ~€350M (2024: ~€26.3M, 2025: ~€157.8M)",low,"No known F1/motorsport ties for Ominimo, EBRD, or Zurich Insurance's minority stake",f1-risk note
6,Fintech & Digital Assets,5,35,crossed 2025-26,Erebor Bank,erebor.com (est),United States,Fintech Crossers,"Nationally chartered digital bank serving crypto companies, stablecoin issuers, AI/defense-tech and 'innovation economy' clients","60 (est, flagged: below 51-employee comfort threshold is offset by valuation far above $2B)",$4.35B,December 2025,"Seed/Series A, $635M (led by Lux Capital; backed by Peter Thiel)","revenue unproven -- pre-launch/early-stage chartered bank, no public revenue disclosed",low,Founder Palmer Luckey (Anduril) and backer Peter Thiel/Lux Capital have no known F1 team or series sponsorship,f1-risk note; revenue unproven
6,Fintech & Digital Assets,6,35,crossed 2025-26,Whop,whop.com,United States,Digital Assets & Stablecoins,Creator/community commerce marketplace increasingly built around stablecoin payment rails (Tether-backed),180 (est),$1.6B,February 2026,"Strategic round, $200M (Tether)","revenue unproven publicly; marketplace take-rate model on creator sales, no disclosed revenue figure. NOTE: primarily a creator-commerce marketplace -- stablecoin rails are a growing but not sole business line, so sector fit is borderline",low-medium,Sole strategic investor Tether has no known direct F1 sponsorship (unlike Crypto.com/OKX/Bybit/Kraken/Gate.io); flag only because Tether is a major stablecoin issuer active across crypto-sponsorship deals generally,f1-risk note; revenue unproven
6,Fintech & Digital Assets,7,31,established unicorn,Ripple,ripple.com,US,Digital Assets & Stablecoins,"Enterprise crypto payments network (RippleNet), XRP Ledger infrastructure, custody (Metaco/Ripple Custody), stablecoin (RLUSD)",~900 (est),"~$40B (2025 employee tender, est - reports range $20-40B)",,"Employee tender offer 2025 (private, no traditional VC round)",Real revenue from RippleNet/ODL payments business and XRP sales; not disclosed publicly,low,No known F1/team sponsorship ties; not an exchange,"['large private valuation swings by report - use as est', 'not on excluded F1-tied list']; f1-risk note"
6,Fintech & Digital Assets,8,29,crossed 2025-26,Mesh,meshconnect.com,United States,Digital Assets & Stablecoins,"Crypto payments connectivity layer linking wallets, exchanges and stablecoins so merchants can accept crypto and settle in stablecoin/fiat",120 (est),$1B,January 2026,"Series C, $75M (led by Dragonfly Capital; Paradigm)","Company states ~$10B/month in payments volume processed via partnerships with PayPal, Revolut, Ripple, Paxos and Rain; net revenue not disclosed (revenue unproven)",low,Not a crypto exchange (infrastructure/connectivity layer); no known F1/motorsport sponsorship by Mesh or lead investors,f1-risk note; revenue unproven
6,Fintech & Digital Assets,9,29,crossed 2025-26,Moneybox,moneyboxapp.com,United Kingdom,Fintech Crossers,"Digital wealth app for retail investors -- ISAs, pensions, and automated round-up investing/savings",230 (est),$1.1B,2026,"Secondary share sale, £45M","UK press has reported Moneybox approaching/at profitability with growing AUM-based and subscription revenue; precise figures unconfirmed (revenue unproven, exact numbers)",low,No known F1/motorsport ties; UK consumer investing app with no motorsport sponsorship history found,f1-risk note; revenue unproven
6,Fintech & Digital Assets,10,29,crossed 2025-26,Slash,slash.com (est),United States,Fintech Crossers,"Business banking platform combining corporate cards, payments and accounting automation for SMBs/e-commerce brands",150 (est),$1.4B,April 2026,"Series C, $100M (Ribbit Capital, Khosla Ventures, Goodwater Capital)","revenue unproven publicly; company cites strong transaction volume growth among SMB/e-commerce customers, no disclosed revenue figure",low,"No known F1/motorsport sponsorship by Slash or its investors (Ribbit Capital, Khosla Ventures, Goodwater Capital)",f1-risk note; revenue unproven
6,Fintech & Digital Assets,11,29,crossed 2025-26,Super.com,super.com,United States,Fintech Crossers,"Consumer fintech 'super app' bundling discounted travel booking, cashback/rewards and savings/banking products",300 (est),$1.2B,2026,"Series D, $65M",Company has publicly stated it is profitable/cash-flow positive on hundreds of millions in annual bookings; exact revenue figure not disclosed,low,No known F1/motorsport ties for Super.com or its investor base,f1-risk note
